mets,metNames,metHMDB,metKeggID,metEHMNID,metFormulas,metCHEBIID,metPubChemID,metHepatoNetID,metInchiString,metCharge,b,c
fad[c],Flavin adenine dinucleotide oxidized,HMDB01248,C00016,C00016,C27H31N9O15P2,16238,643975,HC00026,"'InChI=1S/C27H33N9O15P2/c1-10-3-12-13(4-11(10)2)35(24-18(32-12)25(42)34-27(43)33-24)5-14(37)19(39)15(38)6-48-52(44,45)51-53(46,47)49-7-16-20(40)21(41)26(50-16)36-9-31-17-22(28)29-8-30-23(17)36/h3-4,8-9,14-16,19-21,26,37-41H,5-7H2,1-2H3,(H,44,45)(H,46,47)(H2,28,29,30)(H,34,42,43)/t14-,15+,16+,19-,20+,21+,26+/m0/s1",,0,0
fadh2[c],Flavin adenine dinucleotide reduced,HMDB01197,C01352,C01352,C27H33N9O15P2,17877,446013,HC00770,"'InChI=1S/C27H35N9O15P2/c1-10-3-12-13(4-11(10)2)35(24-18(32-12)25(42)34-27(43)33-24)5-14(37)19(39)15(38)6-48-52(44,45)51-53(46,47)49-7-16-20(40)21(41)26(50-16)36-9-31-17-22(28)29-8-30-23(17)36/h3-4,8-9,14-16,19-21,26,32,37-41H,5-7H2,1-2H3,(H,44,45)(H,46,47)(H2,28,29,30)(H2,33,34,42,43)/p-2/t14-,15+,16+,19-,20+,21+,26+/m0/s1",,0,0
3dpdhb_me[m],3-Decaprenyl-4-hydroxy-5-methoxybenzoate,,,,C58H87O4,62796,,,"'InChI=1S/C58H88O4/c1-44(2)22-13-23-45(3)24-14-25-46(4)26-15-27-47(5)28-16-29-48(6)30-17-31-49(7)32-18-33-50(8)34-19-35-51(9)36-20-37-52(10)38-21-39-53(11)40-41-54-42-55(58(60)61)43-56(62-12)57(54)59/h22,24,26,28,30,32,34,36,38,40,42-43,59H,13-21,23,25,27,29,31,33,35,37,39,41H2,1-12H3,(H,60,61)/p-1/b45-24+,46-26+,47-28+,48-30+,49-32+,50-34+,51-36+,52-38+,53-40+",,0,0
dheas[e],3beta-hydroxyandrost-5-en-17-one 3-sulfate(1-),HMDB01032,C04555,C04555,C19H27O5S,16814,,HC01314,"'InChI=1S/C19H28O5S/c1-18-9-7-13(24-25(21,22)23)11-12(18)3-4-14-15-5-6-17(20)19(15,2)10-8-16(14)18/h3,13-16H,4-11H2,1-2H3,(H,21,22,23)/p-1/t13-,14-,15-,16-,18-,19-/m0/s1",,0,0
dheas[c],3beta-hydroxyandrost-5-en-17-one 3-sulfate(1-),HMDB01032,C04555,C04555,C19H27O5S,16814,,HC01314,"'InChI=1S/C19H28O5S/c1-18-9-7-13(24-25(21,22)23)11-12(18)3-4-14-15-5-6-17(20)19(15,2)10-8-16(14)18/h3,13-16H,4-11H2,1-2H3,(H,21,22,23)/p-1/t13-,14-,15-,16-,18-,19-/m0/s1",,0,0
dheas[r],3beta-hydroxyandrost-5-en-17-one 3-sulfate(1-),HMDB01032,C04555,C04555,C19H27O5S,16814,,HC01314,"'InChI=1S/C19H28O5S/c1-18-9-7-13(24-25(21,22)23)11-12(18)3-4-14-15-5-6-17(20)19(15,2)10-8-16(14)18/h3,13-16H,4-11H2,1-2H3,(H,21,22,23)/p-1/t13-,14-,15-,16-,18-,19-/m0/s1",,0,0
dhea[c],3beta-hydroxyandrost-5-en-17-one,HMDB00077,C01227,C01227,C19H28O2,28689,5881,,"'InChI=1S/C19H28O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h3,13-16,20H,4-11H2,1-2H3/t13-,14-,15-,16-,18-,19-/m0/s1",,0,0
dhea[r],3beta-hydroxyandrost-5-en-17-one,HMDB00077,C01227,C01227,C19H28O2,28689,5881,,"'InChI=1S/C19H28O2/c1-18-9-7-13(20)11-12(18)3-4-14-15-5-6-17(21)19(15,2)10-8-16(14)18/h3,13-16,20H,4-11H2,1-2H3/t13-,14-,15-,16-,18-,19-/m0/s1",,0,0
dhf[c],"7,8-Dihydrofolate",HMDB01056,C00415,C00415,C19H19N7O6,15633,98792,HC00340,"'InChI=1S/C19H21N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,12,21H,5-8H2,(H,24,29)(H,27,28)(H,31,32)(H4,20,22,25,26,30)/p-2/t12-/m0/s1",,0,0
dhf[l],"7,8-Dihydrofolate",HMDB01056,C00415,C00415,C19H19N7O6,15633,98792,HC00340,"'InChI=1S/C19H21N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,12,21H,5-8H2,(H,24,29)(H,27,28)(H,31,32)(H4,20,22,25,26,30)/p-2/t12-/m0/s1",,0,0
dhf[m],"7,8-Dihydrofolate",HMDB01056,C00415,C00415,C19H19N7O6,15633,98792,HC00340,"'InChI=1S/C19H21N7O6/c20-19-25-15-14(17(30)26-19)23-11(8-22-15)7-21-10-3-1-9(2-4-10)16(29)24-12(18(31)32)5-6-13(27)28/h1-4,12,21H,5-8H2,(H,24,29)(H,27,28)(H,31,32)(H4,20,22,25,26,30)/p-2/t12-/m0/s1",,0,0
dhor_S[c],(S)-dihydroorotate,HMDB03349,C00337,,C5H5N2O4,17025,,HC00285,"'InChI=1S/C5H6N2O4/c8-3-1-2(4(9)10)6-5(11)7-3/h2H,1H2,(H,9,10)(H2,6,7,8,11)/p-1/t2-/m0/s1",,0,0
orot[c],Orotate,HMDB00226,C00295,C00295,C5H3N2O4,16742,967,HC00256,"'InChI=1S/C5H4N2O4/c8-3-1-2(4(9)10)6-5(11)7-3/h1H,(H,9,10)(H2,6,7,8,11)/p-1",,0,0
56dura[c],"5,6-dihydrouracil",HMDB00076,C00429,C00429,C4H6N2O2,15901,649,HC00348,"InChI=1S/C4H6N2O2/c7-3-1-2-5-4(8)6-3/h1-2H2,(H2,5,6,7,8)",,0,0
cala[c],N-carbamoyl-beta-alaninate,HMDB00026,C02642,C02642,C4H7N2O3,18261,,HC00975,"InChI=1S/C4H8N2O3/c5-4(9)6-2-1-3(7)8/h1-2H2,(H,7,8)(H3,5,6,9)/p-1",,0,0
56dthm[c],"5,6-dihydrothymine",HMDB00079,C00906,C00906,C5H8N2O2,27468,93556,HC00582,"InChI=1S/C5H8N2O2/c1-3-2-6-5(9)7-4(3)8/h3H,2H2,1H3,(H2,6,7,8,9)",,0,0
dhbpt[c],"6,7-dihydrobiopterin",HMDB00038,C02953,C00268,C9H13N5O3,64277,1879,HC00242,"'InChI=1S/C9H13N5O3/c1-3(15)6(16)4-2-11-7-5(12-4)8(17)14-9(10)13-7/h3-4,6,15-16H,2H2,1H3,(H3,10,11,13,14,17)",,0,0
thbpt[c],"5,6,7,8-tetrahydrobiopterin",HMDB00027,C00272,C00272,C9H15N5O3,15372,1125,HC00245,"'InChI=1S/C9H15N5O3/c1-3(15)6(16)4-2-11-7-5(12-4)8(17)14-9(10)13-7/h3-4,6,12,15-16H,2H2,1H3,(H4,10,11,13,14,17)",,0,0
mlthf[c],"5,10-Methylenetetrahydrofolate",HMDB01533,C00143,C00143,C20H21N7O6,15636,439175,HC00140,"'InChI=1S/C20H23N7O6/c21-20-24-16-15(18(31)25-20)27-9-26(8-12(27)7-22-16)11-3-1-10(2-4-11)17(30)23-13(19(32)33)5-6-14(28)29/h1-4,12-13H,5-9H2,(H,23,30)(H,28,29)(H,32,33)(H4,21,22,24,25,31)/p-2/t12-,13+/m1/s1",,0,0
didp[c],dIDP,HMDB03536,C01344,C01344,C10H11N4O10P2,28823,439488,,"'InChI=1S/C10H14N4O10P2/c15-5-1-7(14-4-13-8-9(14)11-3-12-10(8)16)23-6(5)2-22-26(20,21)24-25(17,18)19/h3-7,15H,1-2H2,(H,20,21)(H,11,12,16)(H2,17,18,19)/p-3/t5-,6+,7+/m0/s1",,0,0
didp[n],dIDP,HMDB03536,C01344,C01344,C10H11N4O10P2,28823,439488,,"'InChI=1S/C10H14N4O10P2/c15-5-1-7(14-4-13-8-9(14)11-3-12-10(8)16)23-6(5)2-22-26(20,21)24-25(17,18)19/h3-7,15H,1-2H2,(H,20,21)(H,11,12,16)(H2,17,18,19)/p-3/t5-,6+,7+/m0/s1",,0,0
digalsgalside_hs[c],Digalactosylceramidesulfate,,C06127,C06127,C30H55NO15SFULLRCO,,,,,,0,0
digalsgalside_hs[e],Digalactosylceramidesulfate,,C06127,C06127,C30H55NO15SFULLRCO,,,,,,0,0
digalsgalside_hs[g],Digalactosylceramidesulfate,,C06127,C06127,C30H55NO15SFULLRCO,,,,,,0,0
digalside_hs[c],Digalactosylceramide,,C06126,C06126,C30H56NO12FULLRCO,,,,,,0,0
digalside_hs[g],Digalactosylceramide,,C06126,C06126,C30H56NO12FULLRCO,,,,,,0,0
digalside_hs[l],Digalactosylceramide,,C06126,C06126,C30H56NO12FULLRCO,,,,,,0,0
ditp[c],dITP(4-),HMDB03537,C01345,C01345,C10H11N4O13P3,28807,146302,,"'InChI=1S/C10H15N4O13P3/c15-5-1-7(14-4-13-8-9(14)11-3-12-10(8)16)25-6(5)2-24-29(20,21)27-30(22,23)26-28(17,18)19/h3-7,15H,1-2H2,(H,20,21)(H,22,23)(H,11,12,16)(H2,17,18,19)/p-4/t5-,6+,7+/m0/s1",,0,0
ditp[n],dITP(4-),HMDB03537,C01345,C01345,C10H11N4O13P3,28807,146302,,"'InChI=1S/C10H15N4O13P3/c15-5-1-7(14-4-13-8-9(14)11-3-12-10(8)16)25-6(5)2-24-29(20,21)27-30(22,23)26-28(17,18)19/h3-7,15H,1-2H2,(H,20,21)(H,22,23)(H,11,12,16)(H2,17,18,19)/p-4/t5-,6+,7+/m0/s1",,0,0
dkmpp[c],"2,3-diketo-5-methylthio-1-phosphopentane",,C15650,,C6H9O6PS,50604,561,,"'InChI=1S/C6H11O6PS/c1-14-3-2-5(7)6(8)4-12-13(9,10)11/h2-4H2,1H3,(H2,9,10,11)/p-2",,0,0
2kmb[c],2-keto-4-methylthiobutyrate,HMDB01553,C01180,,C5H7O3S,33574,,,"InChI=1S/C5H8O3S/c1-9-3-2-4(6)5(7)8/h2-3H2,1H3,(H,7,8)/p-1",,0,0
lac_D[e],(R)-lactate,HMDB01311,C00256,,C3H5O3,42111,61503,,"InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/p-1/t2-/m1/s1",,0,0
lac_D[c],(R)-lactate,HMDB01311,C00256,,C3H5O3,42111,61503,,"InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/p-1/t2-/m1/s1",,0,0
lac_D[m],(R)-lactate,HMDB01311,C00256,,C3H5O3,42111,61503,,"InChI=1S/C3H6O3/c1-2(4)3(5)6/h2,4H,1H3,(H,5,6)/p-1/t2-/m1/s1",,0,0
dlnlcgcrn[c],dihomo-gamma-linolenyl carnitine,,,,C27H47NO4,,,,,,0,0
dlnlcgcrn[m],dihomo-gamma-linolenyl carnitine,,,,C27H47NO4,,,,,,0,0
dlnlcgcoa[m],dihomo-gamma-linolenyl coenzyme A,,C03595,,C41H64N7O17P3S,27979,5280609,HC02102,"'InChI=1S/C41H68N7O17P3S/c1-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-32(50)69-25-24-43-31(49)22-23-44-39(53)36(52)41(2,3)27-62-68(59,60)65-67(57,58)61-26-30-35(64-66(54,55)56)34(51)40(63-30)48-29-47-33-37(42)45-28-46-38(33)48/h8-9,11-12,14-15,28-30,34-36,40,51-52H,4-7,10,13,16-27H2,1-3H3,(H,43,49)(H,44,53)(H,57,58)(H,59,60)(H2,42,45,46)(H2,54,55,56)/b9-8-,12-11-,15-14-/t30-,34-,35-,36+,40-/m1/s1",,0,0
dlnlcg[e],dihomo-gamma-linolenic acid (n-6),HMDB02925,C03242,,C20H33O2,53486,3011,,"'InChI=1S/C20H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7,9-10,12-13H,2-5,8,11,14-19H2,1H3,(H,21,22)/p-1/b7-6-,10-9-,13-12-",,0,0
dlnlcg[c],dihomo-gamma-linolenic acid (n-6),HMDB02925,C03242,,C20H33O2,53486,3011,,"'InChI=1S/C20H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20(21)22/h6-7,9-10,12-13H,2-5,8,11,14-19H2,1H3,(H,21,22)/p-1/b7-6-,10-9-,13-12-",,0,0
13_cis_oretn[n],13-cis-oxo-retinoic acid,,,,C20H27O3,,,,,,0,0
13_cis_retn[n],13-cis-retinoate,HMDB06219,D00348,CE2952,C20H27O2,6067,5282379,,"'InChI=1/C20H28O2/c1-15(8-6-9-16(2)14-19(21)22)11-12-18-17(3)10-7-13-20(18,4)5/h6,8-9,11-12,14H,7,10,13H2,1-5H3,(H,21,22)/b9-6+,12-11+,15-8+,16-14-",,0,0
dctp[m],dCTP,HMDB00998,C00458,C00458,C9H12N3O13P3,16311,65091,HC00367,"'InChI=1S/C9H16N3O13P3/c10-7-1-2-12(9(14)11-7)8-3-5(13)6(23-8)4-22-27(18,19)25-28(20,21)24-26(15,16)17/h1-2,5-6,8,13H,3-4H2,(H,18,19)(H,20,21)(H2,10,11,14)(H2,15,16,17)/t5-,6+,8+/m0/s1",,0,0
dem2emgacpail_prot_hs[r],"'deacylated-(phosphoethanolaminyl-dimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol",,,,C37H70N3O34P3FULLRCO2FULLR2CO2X,,,,,,0,0
dgpi_prot_hs[r],deacylated-glycophosphatidylinositol (GPI)-anchored protein,,,,C39H76N4O37P4FULLRCO2FULLR2CO2X,,,,,,0,0
dgtp[m],dGTP,HMDB01440,C00286,C00286,C10H12N5O13P3,16497,65103,HC00252,"'InChI=1S/C10H16N5O13P3/c11-10-13-8-7(9(17)14-10)12-3-15(8)6-1-4(16)5(26-6)2-25-30(21,22)28-31(23,24)27-29(18,19)20/h3-6,16H,1-2H2,(H,21,22)(H,23,24)(H2,18,19,20)(H3,11,13,14,17)/t4-,5+,6+/m0/s1",,0,0
dgtp[e],dGTP,HMDB01440,C00286,C00286,C10H12N5O13P3,16497,65103,HC00252,"'InChI=1S/C10H16N5O13P3/c11-10-13-8-7(9(17)14-10)12-3-15(8)6-1-4(16)5(26-6)2-25-30(21,22)28-31(23,24)27-29(18,19)20/h3-6,16H,1-2H2,(H,21,22)(H,23,24)(H2,18,19,20)(H3,11,13,14,17)/t4-,5+,6+/m0/s1",,0,0
dsT_antigen[g],disialyl-T antigen,,,,C36H56N3O26X,,,,,,0,0
dttp[m],dTTP,HMDB01342,C00459,C00459,C10H13N2O14P3,18077,64968,HC00368,"'InChI=1S/C10H17N2O14P3/c1-5-3-12(10(15)11-9(5)14)8-2-6(13)7(24-8)4-23-28(19,20)26-29(21,22)25-27(16,17)18/h3,6-8,13H,2,4H2,1H3,(H,19,20)(H,21,22)(H,11,14,15)(H2,16,17,18)/p-4/t6-,7+,8+/m0/s1",,0,0
dttp[e],dTTP,HMDB01342,C00459,C00459,C10H13N2O14P3,18077,64968,HC00368,"'InChI=1S/C10H17N2O14P3/c1-5-3-12(10(15)11-9(5)14)8-2-6(13)7(24-8)4-23-28(19,20)26-29(21,22)25-27(16,17)18/h3,6-8,13H,2,4H2,1H3,(H,19,20)(H,21,22)(H,11,14,15)(H2,16,17,18)/p-4/t6-,7+,8+/m0/s1",,0,0
dttp[n],dTTP,HMDB01342,C00459,C00459,C10H13N2O14P3,18077,64968,HC00368,"'InChI=1S/C10H17N2O14P3/c1-5-3-12(10(15)11-9(5)14)8-2-6(13)7(24-8)4-23-28(19,20)26-29(21,22)25-27(16,17)18/h3,6-8,13H,2,4H2,1H3,(H,19,20)(H,21,22)(H,11,14,15)(H2,16,17,18)/p-4/t6-,7+,8+/m0/s1",,0,0
ethamp[r],O-phosphonatoethanaminium(1-),HMDB00224,C00346,C00346,C2H7NO4P,17553,1015,HC00293,"InChI=1S/C2H8NO4P/c3-1-2-7-8(4,5)6/h1-3H2,(H2,4,5,6)/p-1",,0,0
gpi_sig[r],glycophosphatidylinositol (GPI) signal sequence (C-terminal peptide),,,,Y,,,,,,0,0
hretn[n],4 hydroxy retinoic acid,HMDB06254,C16677,,C20H27O3,63795,6438629,,,,0,0
kdn[c],2-keto-3-deoxy-D-glycero-D-galactononic acid,HMDB00425,,,C9H15O9,,,,"'InChI=1/C9H16O9/c10-2-5(13)7(15)8(16)6(14)3(11)1-4(12)9(17)18/h3,5-8,10-11,13-16H,1-2H2,(H,17,18)/t3-,5-,6+,7+,8+/m0/s1",,0,0
m3gacpail_prot_hs[r],,,,,X,,,,,,0,0
melanin[c],Melanin,,,C05606,C9H6NO4,,,,"'InChI=1/C18H10N2O4/c1-5-13-9-7(3-19-13)12-10-8(11(9)17(23)15(5)21)4-20-14(10)6(2)16(22)18(12)24/h3-4,19-20H,1-2H3",,0,0
mem2emgacpail_prot_hs[r],"'({[(mannosyl),(phosphoethanolaminyl)]-dimannosyl},{phosphoethanolaminyl})-mannosyl-glucosaminyl-acylphosphatidylinositol-Protein (M4B)",,,,C59H110N3O40P3FULLRCO2FULLR2CO2X,,,,,,0,0
n5m2masn[g],'((N-acetyl-D-glucosaminyl)5-(alpha-D-mannosyl)2-beta-D-mannosyl-diacetylchitobiosyl)-L-asparagine (protein),,,,C74H122N7O50X,,,,,,0,0
oretn[n],4-oxo-retinoic acid,HMDB06285,C16678,,C20H27O3,269971,104857,,"'InChI=1/C20H26O3/c1-14(7-6-8-15(2)13-19(22)23)9-10-17-16(3)18(21)11-12-20(17,4)5/h6-10,13H,11-12H2,1-5H3,(H,22,23)/p-1",,0,0
Ser_Thr[l],protein-linked serine or threonine residue (O-glycosylation site),,,,XH,,,,,,0,0
sprm[c],spermine(4+),HMDB01256,C00750,C00750,C10H30N4,15746,1103,HC00525,"InChI=1S/C10H26N4/c11-5-3-9-13-7-1-2-8-14-10-4-6-12/h13-14H,1-12H2",,0,0
sprm[e],spermine(4+),HMDB01256,C00750,C00750,C10H30N4,15746,1103,HC00525,"InChI=1S/C10H26N4/c11-5-3-9-13-7-1-2-8-14-10-4-6-12/h13-14H,1-12H2",,0,0
sTn_antigen[g],sialyl-Tn antigen,,,,C19H30N2O13X,,,,,,0,0
yvite[c],gamma-tocopherol,HMDB01492,C02483,,C28H48O2,18185,92729,,"'InChI=1S/C28H48O2/c1-20(2)11-8-12-21(3)13-9-14-22(4)15-10-17-28(7)18-16-25-19-26(29)23(5)24(6)27(25)30-28/h19-22,29H,8-18H2,1-7H3/t21-,22-,28-/m1/s1",,0,0
yvite[e],gamma-tocopherol,HMDB01492,C02483,,C28H48O2,18185,92729,,"'InChI=1S/C28H48O2/c1-20(2)11-8-12-21(3)13-9-14-22(4)15-10-17-28(7)18-16-25-19-26(29)23(5)24(6)27(25)30-28/h19-22,29H,8-18H2,1-7H3/t21-,22-,28-/m1/s1",,0,0
dmantipyrine[e],demethylated antipyrine,HMDB06240,C13008,,C10H10N2O,31530,,,"InChI=1/C10H10N2O/c1-8-7-10(13)12(11-8)9-5-3-2-4-6-9/h2-7,11H,1H3",,0,0
dmantipyrine[c],demethylated antipyrine,HMDB06240,C13008,,C10H10N2O,31530,,,"InChI=1/C10H10N2O/c1-8-7-10(13)12(11-8)9-5-3-2-4-6-9/h2-7,11H,1H3",,0,0
dmpp[c],Dimethylallyl diphosphate,HMDB01120,C00235,C00235,C5H9O7P2,16057,647,HC00213,"'InChI=1S/C5H12O7P2/c1-5(2)3-4-11-14(9,10)12-13(6,7)8/h3H,4H2,1-2H3,(H,9,10)(H2,6,7,8)/p-3",,0,0
ipdp[c],Isopentenyl diphosphate,HMDB01347,C00129,C00129,C5H9O7P2,16584,1195,HC00127,"'InChI=1S/C5H12O7P2/c1-5(2)3-4-11-14(9,10)12-13(6,7)8/h1,3-4H2,2H3,(H,9,10)(H2,6,7,8)/p-3",,0,0
grdp[c],Geranyl diphosphate,HMDB01285,C00341,C00341,C10H17O7P2,17211,445995,HC00288,"'InChI=1S/C10H20O7P2/c1-9(2)5-4-6-10(3)7-8-16-19(14,15)17-18(11,12)13/h5,7H,4,6,8H2,1-3H3,(H,14,15)(H2,11,12,13)/p-3/b10-7+",,0,0
dmpp[x],Dimethylallyl diphosphate,HMDB01120,C00235,C00235,C5H9O7P2,16057,647,HC00213,"'InChI=1S/C5H12O7P2/c1-5(2)3-4-11-14(9,10)12-13(6,7)8/h3H,4H2,1-2H3,(H,9,10)(H2,6,7,8)/p-3",,0,0
ipdp[x],Isopentenyl diphosphate,HMDB01347,C00129,C00129,C5H9O7P2,16584,1195,HC00127,"'InChI=1S/C5H12O7P2/c1-5(2)3-4-11-14(9,10)12-13(6,7)8/h1,3-4H2,2H3,(H,9,10)(H2,6,7,8)/p-3",,0,0
grdp[x],Geranyl diphosphate,HMDB01285,C00341,C00341,C10H17O7P2,17211,445995,HC00288,"'InChI=1S/C10H20O7P2/c1-9(2)5-4-6-10(3)7-8-16-19(14,15)17-18(11,12)13/h5,7H,4,6,8H2,1-3H3,(H,14,15)(H2,11,12,13)/p-3/b10-7+",,0,0
ppi[x],Diphosphate,HMDB00250,C00013,C00013,HO7P2,29888,1023,HC00023,"InChI=1S/H4O7P2/c1-8(2,3)7-9(4,5)6/h(H2,1,2,3)(H2,4,5,6)/p-3",,0,0
dmgly[m],"N,N-dimethylglycine",HMDB00092,C01026,C01026,C4H9NO2,17724,673,,"InChI=1S/C4H9NO2/c1-5(2)3-4(6)7/h3H2,1-2H3,(H,6,7)",,0,0
fald[m],formaldehyde,HMDB01426,C00067,C00067,CH2O,16842,712,HC00070,InChI=1S/CH2O/c1-2/h1H2,,0,0
sarcs[m],Sarcosine,HMDB00271,C00213,C00213,C3H7NO2,15611,1088,HC00197,"InChI=1S/C3H7NO2/c1-4-2-3(5)6/h4H,2H2,1H3,(H,5,6)",,0,0
dmhptcoa[c],"2,6 dimethylheptanoyl-CoA",HMDB06258,,,C30H52N7O17P3S,,,,"'InChI=1/C30H52N7O17P3S/c1-17(2)7-6-8-18(3)29(42)58-12-11-32-20(38)9-10-33-27(41)24(40)30(4,5)14-51-57(48,49)54-56(46,47)50-13-19-23(53-55(43,44)45)22(39)28(52-19)37-16-36-21-25(31)34-15-35-26(21)37/h15-19,22-24,28,39-40H,6-14H2,1-5H3,(H,32,38)(H,33,41)(H,46,47)(H,48,49)(H2,31,34,35)(H2,43,44,45)/p-4/t18-,19+,22-,23-,24?,28+/m0/s1",,0,0
dmhptcrn[c],"2,6 dimethylheptanoyl carnitine",HMDB06320,,,C16H35NO4,,53477823,,"'InChI=1/C16H31NO4/c1-12(2)8-7-9-13(3)16(20)21-14(10-15(18)19)11-17(4,5)6/h12-14H,7-11H2,1-6H3",,0,0
dmhptcrn[m],"2,6 dimethylheptanoyl carnitine",HMDB06320,,,C16H35NO4,,53477823,,"'InChI=1/C16H31NO4/c1-12(2)8-7-9-13(3)16(20)21-14(10-15(18)19)11-17(4,5)6/h12-14H,7-11H2,1-6H3",,0,0
dmhptcoa[m],"2,6 dimethylheptanoyl-CoA",HMDB06258,,,C30H52N7O17P3S,,,,"'InChI=1/C30H52N7O17P3S/c1-17(2)7-6-8-18(3)29(42)58-12-11-32-20(38)9-10-33-27(41)24(40)30(4,5)14-51-57(48,49)54-56(46,47)50-13-19-23(53-55(43,44)45)22(39)28(52-19)37-16-36-21-25(31)34-15-35-26(21)37/h15-19,22-24,28,39-40H,6-14H2,1-5H3,(H,32,38)(H,33,41)(H,46,47)(H,48,49)(H2,31,34,35)(H2,43,44,45)/p-4/t18-,19+,22-,23-,24?,28+/m0/s1",,0,0
dmhptcrn[e],"2,6 dimethylheptanoyl carnitine",HMDB06320,,,C16H35NO4,,53477823,,"'InChI=1/C16H31NO4/c1-12(2)8-7-9-13(3)16(20)21-14(10-15(18)19)11-17(4,5)6/h12-14H,7-11H2,1-6H3",,0,0
dmnoncoa[c],"4,8 dimethylnonanoyl-CoA",HMDB11604,,,C32H54N7O17P3S,,,,"'InChI=1/C32H56N7O17P3S/c1-19(2)7-6-8-20(3)9-10-23(41)60-14-13-34-22(40)11-12-35-30(44)27(43)32(4,5)16-53-59(50,51)56-58(48,49)52-15-21-26(55-57(45,46)47)25(42)31(54-21)39-18-38-24-28(33)36-17-37-29(24)39/h17-21,25-27,31,42-43H,6-16H2,1-5H3,(H,34,40)(H,35,44)(H,48,49)(H,50,51)(H2,33,36,37)(H2,45,46,47)/t20?,21-,25-,26-,27?,31-/m1/s1",,0,0
dmnoncrn[c],"4,8-dimethylnonanoyl carnitine",HMDB06202,,,C18H37NO4,63874,,,"'InChI=1/C18H35NO4/c1-14(2)8-7-9-15(3)10-11-18(22)23-16(12-17(20)21)13-19(4,5)6/h14-16H,7-13H2,1-6H3",,0,0
dmnoncoa[m],"4,8 dimethylnonanoyl-CoA",HMDB11604,,,C32H54N7O17P3S,,,,"'InChI=1/C32H56N7O17P3S/c1-19(2)7-6-8-20(3)9-10-23(41)60-14-13-34-22(40)11-12-35-30(44)27(43)32(4,5)16-53-59(50,51)56-58(48,49)52-15-21-26(55-57(45,46)47)25(42)31(54-21)39-18-38-24-28(33)36-17-37-29(24)39/h17-21,25-27,31,42-43H,6-16H2,1-5H3,(H,34,40)(H,35,44)(H,48,49)(H,50,51)(H2,33,36,37)(H2,45,46,47)/t20?,21-,25-,26-,27?,31-/m1/s1",,0,0
dnad[c],Deamino-NAD+,HMDB01179,C00857,C00857,C21H24N6O15P2,18304,165491,HC00564,"'InChI=1S/C21H26N6O15P2/c22-17-12-18(24-7-23-17)27(8-25-12)20-16(31)14(29)11(41-20)6-39-44(36,37)42-43(34,35)38-5-10-13(28)15(30)19(40-10)26-3-1-2-9(4-26)21(32)33/h1-4,7-8,10-11,13-16,19-20,28-31H,5-6H2,(H4-,22,23,24,32,33,34,35,36,37)/p+1/t10-,11-,13-,14-,15-,16-,19-,20-/m1/s1",,0,0
dnad[n],Deamino-NAD+,HMDB01179,C00857,C00857,C21H24N6O15P2,18304,165491,HC00564,"'InChI=1S/C21H26N6O15P2/c22-17-12-18(24-7-23-17)27(8-25-12)20-16(31)14(29)11(41-20)6-39-44(36,37)42-43(34,35)38-5-10-13(28)15(30)19(40-10)26-3-1-2-9(4-26)21(32)33/h1-4,7-8,10-11,13-16,19-20,28-31H,5-6H2,(H4-,22,23,24,32,33,34,35,36,37)/p+1/t10-,11-,13-,14-,15-,16-,19-,20-/m1/s1",,0,0
dna[n],DNA,,,C00039,C10H17O8PR2,16991,,,,,0,0
dna5mtc[n],DNA 5-methylcytosine,,C02967,C02967,C11H19O8PR2,,,,,,0,0
seasmet[n],Se-Adenosylselenomethionine,HMDB11118,C05691,C05691,C15H23N6O5Se,9066,24892761,,"'InChI=1/C15H22N6O5Se/c1-27(3-2-7(16)15(24)25)4-8-10(22)11(23)14(26-8)21-6-20-9-12(17)18-5-19-13(9)21/h5-8,10-11,14,22-23H,2-4,16H2,1H3,(H2-,17,18,19,24,25)/p+1/t7?,8-,10-,11-,14-,27?/m1/s1",,0,0
seahcys[n],Se-Adenosylselenohomocysteine,HMDB11117,C05692,C05692,C14H20N6O5Se,,16682731,,"'InChI=1/C14H20N6O5Se/c15-6(14(23)24)1-2-26-3-7-9(21)10(22)13(25-7)20-5-19-8-11(16)17-4-18-12(8)20/h4-7,9-10,13,21-22H,1-3,15H2,(H,23,24)(H2,16,17,18)/t6?,7-,9-,10-,13+/m1/s1",,0,0
