name,main_class,sub_class,sys_name,synonyms,pubchem_cid,exactmass,formula,inchi_key,MW_regno
N4-Acetylsulfadoxine,Benzenesulfonamides,Aminobenzenesulfonamides,"N-[4-[(5,6-dimethoxypyrimidin-4-yl)sulfamoyl]phenyl]acetamide","N4-Acetylsulfadoxine; N-[4-[(5,6-dimethoxypyrimidin-4-yl)sulfamoyl]phenyl]acetamide; N4-Acetylsulphadoxine; N4-Acetylsulfadoxine; N4-Acetyl Sulfadoxine; N(4)-Acetylsulfadoxine; AGN-PC-0JPMU8; N-{4-[(5,6-Dimethoxy-4-pyrimidinyl)sulfamoyl]phenyl}acetamide; Acetami",160773,352.084143,C14H16N4O5S,PBSUUNCQTRDFCM-UHFFFAOYSA-N,71631
N4-Acetylsulfapyridine,Benzenesulfonamides,Aminobenzenesulfonamides,N-[4-(2-pyridylsulfamoyl)phenyl]acetamide,N4-Acetylsulfapyridine; N-[4-(2-pyridylsulfamoyl)phenyl]acetamide; Acetylsulfapyridine; N-Acetyl Sulfapyridine; N-Acetylsulfapyridine; N(sup 4)-Acetylsulfapyridine; CCRIS 6818; 2-(N4-Acetylsulfanilamide)pyridine; 2-(N4-Acetylsulfanilamido)pyridine; EINECS 242-802,58638,291.067764,C13H13N3O3S,CYLYVXPHAQLXFG-UHFFFAOYSA-N,71541
Oryzalin,Benzenesulfonamides,Aminobenzenesulfonamides,"4-(dipropylamino)-3,5-dinitrobenzenesulfonamide","3,5-Dinitro-N4,N4-dipropylsulfanilamide;3,5-Dinitro-N4,N4-dipropylsulphanilamide",29393,346.094705,C12H18N4O6S,UNAHYJYOSSSJHH-UHFFFAOYSA-N,66286
Succinylsulfathiazole,Benzenesulfonamides,Aminobenzenesulfonamides,4-oxo-4-[4-(thiazol-2-ylsulfamoyl)anilino]butanoic acid,Succinylsulfathiazole; 4-oxo-4-[4-(thiazol-2-ylsulfamoyl)anilino]butanoic acid; 4'-(2-Thiazolylsulfamoyl)succinanilic acid; Kaoxidin; Colistatin; Cremosuxidine; succinylsulfathiazole; Cremosuxidine; Sulfadigesin; Sulfasuccidine; Sulfasuccinil; Sulfasuxidine; 4'-(,5315,355.029666,C13H13N3O5S2,SKVLYVHULOWXTD-UHFFFAOYSA-N,67497
Sulfacetamide,Benzenesulfonamides,Aminobenzenesulfonamides,N-[(4-aminobenzene)sulfonyl]acetamide,"Sulfacetamide; N-[(4-aminobenzene)sulfonyl]acetamide; sulfacetamide; Sulphacetamide; N-Acetylsulfanilamide; Acetosulfamine; Albucid; Sulfanilacetamide; N-Sulfanilylacetamide; N-Sulphanilylacetamide; Acetosulfamin; N-[(4-Aminophenyl)sulfonyl]acetamide; Acetamide, N-[",5320,214.041215,C8H10N2O3S,SKIVFJLNDNKQPD-UHFFFAOYSA-N,42957
Sulfamerazine,Benzenesulfonamides,Aminobenzenesulfonamides,4-amino-N-(4-methylpyrimidin-2-yl)benzene-1-sulfonamide,,5325,264.068098,C11H12N4O2S,QPPBRPIAZZHUNT-UHFFFAOYSA-N,43575
Sulfaquinoxaline,Benzenesulfonamides,Aminobenzenesulfonamides,4-amino-N-(quinoxalin-2-yl)benzene-1-sulfonamide,,5338,300.068098,C14H12N4O2S,NHZLNPMOSADWGC-UHFFFAOYSA-N,45907
Sulfathiazole,Benzenesulfonamides,Aminobenzenesulfonamides,"4-amino-N-(1,3-thiazol-2-yl)benzene-1-sulfonamide",,5340,255.013618,C9H9N3O2S2,JNMRHUJNCSQMMB-UHFFFAOYSA-N,43658
Sulfisoxazole,Benzenesulfonamides,Aminobenzenesulfonamides,"4-amino-N-(dimethyl-1,2-oxazol-5-yl)benzene-1-sulfonamide",,5344,267.067762,C11H13N3O3S,NHUHCSRWZMLRLA-UHFFFAOYSA-N,42659
Acetohexamide,Benzenesulfonamides,Benzenesulfonamides,1-[(4-acetylbenzene)sulfonyl]-3-cyclohexylurea,Acetohexamide,1989,324.11438,C15H20N2O4S,VGZSUPCWNCWDAN-UHFFFAOYSA-N,42774
Chlorpropamide,Benzenesulfonamides,Benzenesulfonamides,1-[(4-chlorobenzene)sulfonyl]-3-propylurea,"Chlorpropamide; 1-[(4-chlorobenzene)sulfonyl]-3-propylurea; chlorpropamide; Chloropropamide; Diabinese; Chlorpropamid; Meldian; Chloronase; Diabaril; Diabenese; Diabeneza; 4-Chloro-N-(propylcarbamoyl)benzenesulfonamide; Benzenesulfonamide, 4-chloro-N-[(propylamino)c",2727,276.033543,C10H13N2O3SCl,RKWGIWYCVPQPMF-UHFFFAOYSA-N,42987
Glycodiazine,Benzenesulfonamides,Benzenesulfonamides,N-[5-(2-methoxyethoxy)pyrimidin-2-yl]benzenesulfonamide,"Glycodiazine; N-[5-(2-methoxyethoxy)pyrimidin-2-yl]benzenesulfonamide; Glidiazine; GLYMIDINE; Glycodiazine; Glymidinum; Glycodiazin [German]; Glycodiazin; UNII-4C5I4BQZ8F; AC1L1TBP; EINECS 206-426-5; BRN 0552655; Benzenesulfonamide, N-[5-(2-methoxyethoxy)-2-pyrimidi",9565,309.078329,C13H15N3O4S,QFWPJPIVLCBXFJ-UHFFFAOYSA-N,43527
Probenecid,Benzenesulfonamides,Benzenesulfonamides,4-(dipropylsulfamoyl)benzoic acid,,4911,285.103479,C13H19NO4S,DBABZHXKTCFAPX-UHFFFAOYSA-N,43274
Tolbutamide,Benzenesulfonamides,Benzenesulfonamides,3-butyl-1-[(4-methylbenzene)sulfonyl]urea,"Tolbutamide; 3-butyl-1-[(4-methylbenzene)sulfonyl]urea; tolbutamide; Orinase; Diabetol; Rastinon; Artosin; Butamide; Dirastan; Glyconon; Diaben; Benzenesulfonamide, N-[(butylamino)carbonyl]-4-methyl-; N-(Butylcarbamoyl)-4-methylbenzenesulfonamide",5505,270.103815,C12H18N2O3S,JLRGJRBPOGGCBT-UHFFFAOYSA-N,43349
Toluene-4-sulfonamide,Benzenesulfonamides,Benzenesulfonamides,4-methylbenzenesulfonamide,4-Toluenesulfonamide;Tosylamide;p-Toluenesulfonamide;p-Tolylsulfonamide;p-Tosylamide,6269,171.035401,C7H9NO2S,LMYRWZFENFIFIT-UHFFFAOYSA-N,54978
Valdecoxib,Benzenesulfonamides,Benzenesulfonamides,"4-(5-methyl-3-phenyl-1,2-oxazol-4-yl)benzene-1-sulfonamide",,119607,314.072513,C16H14N2O3S,LNPDTQAFDNKSHK-UHFFFAOYSA-N,38715
Toluene-4-sulfonic acid,Benzenesulfonic acids and derivatives,p-Methylbenzenesulfonates,4-methylbenzenesulfonic acid,4-toluenesulfonic acid;Toluen-4-sulfonsaeure;p-methylbenzenesulfonic acid;p-methylphenylsulfonic acid;p-toluenesulfonic acid;p-toluenesulphonic acid;p-tolylsulfonic acid;toluene-4-sulfonic acid;tosylic acid,6101,172.019415,C7H8O3S,JOXIMZWYDAKGHI-UHFFFAOYSA-N,51481
Benzene,Benzenoids,Benzene and substituted derivatives,benzene,Benzene; benzene; benzene; benzol; Cyclohexatriene; benzole; Pyrobenzole; Benzine; Phenyl hydride; Pyrobenzol; Benzen; Phene,241,78.04695,C6H6,UHOVQNZJYSORNB-UHFFFAOYSA-N,37835
Nitrosobenzene,Benzenoids,Benzene and substituted derivatives,nitrosobenzene,"Nitrosobenzene; nitrosobenzene; NOB; NITROSOBENZENE; Benzene, nitroso-; nitroso-benzene; CHEBI:27986; CHEMBL98797; NSC66479; EINECS 209-591-1; NSC 66479; Benzene, nitroso-",11473,107.037114,C6H5NO,NLRKCXQQSUWLCH-UHFFFAOYSA-N,51544
Fluoren-9-ol,Benzenoids,Fluorenes,9H-fluoren-9-ol,Fluoren-9-ol; 9H-fluoren-9-ol; 9H-fluoren-9-ol; 9-Hydroxyfluorene; 9H-Fluoren-9-ol; 9-Fluorenol; 9-Hydroxy fluorene; Fluoren-9-ol; Diphenylene carbinol; CHEMBL571548; CHEBI:16904; SBB007717; 9H-Fluoren-9-ol,74318,182.073165,C13H10O,AFMVESZOYKHDBJ-UHFFFAOYSA-N,50693
1-naphthylamine,Benzenoids,Naphthalenes,naphthalen-1-amine,1-naphthylamine; naphthalen-1-amine; 1-naphthylamine; 1-NAPHTHYLAMINE; 1-Aminonaphthalene; naphthalen-1-amine; 1-Naphthalenamine; alpha-Naphthylamine; Naphthalidine; Naphthalen-1-ylamine; Naphthalidam; Naphthylamine; 1-Naphthalenamine,8640,143.073499,C10H9N,RUFPHBVGCFYCNW-UHFFFAOYSA-N,49843
2-aminonaphthalene,Benzenoids,Naphthalenes,naphthalen-2-amine,2-aminonaphthalene; naphthalen-2-amine; 2-Naphthalenamine; 2-Aminonaphthalene; 2-NAPHTHYLAMINE; naphthalen-2-amine; beta-Naphthylamine; 2-Naphtylamine; 6-Naphthylamine; Naphthalen-2-ylamine; beta-Naftilamina; 2-Naphthalenamine,7057,143.073499,C10H9N,JBIJLHTVPXGSAM-UHFFFAOYSA-N,49545
6-Methoxy-2-naphthylaceticacid,Benzenoids,Naphthalenes,2-(6-methoxy-1-naphthyl)acetic acid,"6-Methoxy-2-naphthylaceticacid; 2-(6-methoxy-1-naphthyl)acetic acid; 2-(6-methoxynaphthalen-1-yl)acetic Acid; AGN-PC-0N3SQE; 6-Methoxynaphthaleneacetic acid; SCHEMBL7925457; MolPort-022-386-257; (6-Methoxy-1-naphthyl)acetic acid; 1-Naphthaleneacetic acid, 6-meth",10398394,216.078645,C13H12O3,LOWWSYWGAKCKLG-UHFFFAOYSA-N,71696
Acenaphthenequinone,Benzenoids,Naphthalenes,"acenaphthylene-1,2-dione","Acenaphthenequinone; acenaphthylene-1,2-dione; acenaphthoquinone; Acenaphthenequinone; Acenaphthoquinone; 1,2-ACENAPHTHYLENEDIONE; acenaphthylene-1,2-dione; Acenaphthenedione; 1,2-Acenaphthenequinone; 1,2-Acenaphthenedione; Acenaphthaquinone; Acenaphthylene-1,2-qui",6724,182.03678,C12H6O2,AFPRJLBZLPBTPZ-UHFFFAOYSA-N,49833
Carbaryl,Benzenoids,Naphthalenes,naphthalen-1-yl methylcarbamate,"Carbaryl; naphthalen-1-yl methylcarbamate; 1-Naphthalenol, methylcarbamate;1-Naphthalenyl methylcarbamate;1-Naphthyl N-methylcarbamate;Carbaril;Carbaryl;N-Methyl-1-naphthyl carbamate;N-Methyl-alpha-naphthylurethan;Sevin;alpha-Naphthyl N-methylcarbamate; CAR",6129,201.078979,C12H11NO2,CVXBEEMKQHEXEN-UHFFFAOYSA-N,53038
Naphthalene,Benzenoids,Naphthalenes,naphthalene,Naphthalene; naphthalene; naphthalene; Naphthalin; Albocarbon; Naphthene; Camphor tar; White tar; Naphthaline; Moth flakes; Tar camphor; Naphthalene,931,128.0626,C10H8,UFWIBTONFRDIAS-UHFFFAOYSA-N,44039
Naproxen,Benzenoids,Naphthalenes,(2S)-2-(6-methoxynaphthalen-2-yl)propanoic acid,"Naproxen; (2S)-2-(6-methoxynaphthalen-2-yl)propanoic acid; NAPROXEN; Naproxene; (S)-Naproxen; Naproxenum; Naproxeno; (+)-Naproxen; (S)-(+)-2-(6-Methoxy-2-naphthyl)propionic acid; Equiproxen; Naprosyne; 2-Naphthaleneacetic acid, 6-methoxy-alpha-methyl-, (alphaS)-; (2",156391,230.094295,C14H14O3,CMWTZPSULFXXJA-VIFPVBQESA-N,37931
Pristimerol,Benzenoids,Phenanthrenes and derivatives,"(2R,4aS,6aS,6aS,14aS,14bR)-10,11-dihydroxy-2,4a,6a,6a,9,14a-hexamethyl-3,4,5,6,8,13,14,14b-octahydro-1H-picene-2-carboxylic acid methyl ester","Pristimerol; (2R,4aS,6aS,6aS,14aS,14bR)-10,11-dihydroxy-2,4a,6a,6a,9,14a-hexamethyl-3,4,5,6,8,13,14,14b-octahydro-1H-picene-2-carboxylic acid methyl ester; PRISTIMEROL; CHEMBL56163; SCHEMBL12998329; ZINC13298673; Methyl (2R,4aS,6aS,12bS,14aS)-10,11-dihydroxy-2",24861846,466.30831,C30H42O4,GAPWCQHXCIXKLV-WXPPGMDDSA-N,71931
Nadolol,Benzenoids,Tetralins,"(2R,3S)-5-[3-(tert-butylamino)-2-hydroxypropoxy]-1,2,3,4-tetrahydronaphthalene-2,3-diol","Nadolol; (2R,3S)-5-[3-(tert-butylamino)-2-hydroxypropoxy]-1,2,3,4-tetrahydronaphthalene-2,3-diol; nadolol; Corgard; Solgol; Anabet; SQ-11725; Corgaretic; Nadololum; Nadic; Nadololum [INN-Latin]; 2,3-Naphthalenediol, 5-[3-[(1,1-dimethylethyl)amino]-2-hydroxypropoxy]",39147,309.194009,C17H27NO4,VWPOSFSPZNDTMJ-UCWKZMIHSA-N,43417
Lorazepam,Benzodiazepines,Benzodiazepines,"7-chloro-5-(2-chlorophenyl)-3-hydroxy-2,3-dihydro-1H-1,4-benzodiazepin-2-one",,3958,320.011933,C15H10Cl2N2O2,DIWRORZWFLOCLC-UHFFFAOYSA-N,42594
Burseran,Benzodioxoles,Benzodioxoles,"5-[[(3S,4S)-4-[(3,4,5-trimethoxyphenyl)methyl]tetrahydrofuran-3-yl]methyl]-1,3-benzodioxole",(+)-Burseran; C10547,11101102,386.172939,C22H26O6,VJMJISPSGHVBBU-IAGOWNOFSA-N,70804
Isosafrole,Benzodioxoles,Benzodioxoles,"5-[(1E)-prop-1-en-1-yl]-2H-1,3-benzodioxole",,637796,162.06808,C10H10O2,VHVOLFRBFDOUSH-NSCUHMNNSA-N,38128
Amiodarone,Benzofurans,Benzofurans,"(2-{4-[(2-butyl-1-benzofuran-3-yl)carbonyl]-2,6-diiodophenoxy}ethyl)diethylamine",Amiodarone,2157,645.023698,C25H29NO3I2,IYIKLHRQXLHMJQ-UHFFFAOYSA-N,43343
Dehydrotremetone,Benzofurans,Benzofurans,1-(2-isopropenylbenzofuran-5-yl)ethanone,Dehydrotremetone; 1-(2-isopropenylbenzofuran-5-yl)ethanone; C08741; AC1L8A7V; MEGxp0_001563; NSC289124,324281,200.08373,C13H12O2,DMYZBECNVZSNRN-UHFFFAOYSA-N,68458
Toxyl angelate,Benzofurans,Benzofurans,"[(2S,3R)-5-acetyl-2-isopropenyl-2,3-dihydrobenzofuran-3-yl] (Z)-2-methylbut-2-enoate","Toxyl angelate; [(2S,3R)-5-acetyl-2-isopropenyl-2,3-dihydrobenzofuran-3-yl] (Z)-2-methylbut-2-enoate; C08981",11953921,300.13616,C18H20O4,LQUPQVIPBLTZNW-WGTSBNPKSA-N,70858
Tremetone,Benzofurans,Benzofurans,"1-[(2R)-2-isopropenyl-2,3-dihydrobenzofuran-5-yl]ethanone","Tremetone; 1-[(2R)-2-isopropenyl-2,3-dihydrobenzofuran-5-yl]ethanone; Tremeton; AC1L2VQM; AC1Q5GF9",78673,202.09938,C13H14O2,UVYUUQGGBNKRFU-CYBMUJFWSA-N,67944
2-(Methylamino)benzoic acid,Benzoic acids and derivatives,Aminobenzoic acids,2-(methylamino)benzoic acid,"2-(Methylamino)benzoic acid; 2-(methylamino)benzoic acid; 2-(Methylamino)benzoic acid; N-Methylanthranilic acid; N-Methyl-2-aminobenzoic acid; Benzoic acid, 2-(methylamino)-; Anthranilic acid, N-methyl-; o-(Methylamino)benzoic acid; N-Methyl-o-aminobenzoic acid",67069,151.063329,C8H9NO2,WVMBPWMAQDVZCM-UHFFFAOYSA-N,45648
2-Aminobenzoic acid,Benzoic acids and derivatives,Aminobenzoic acids,2-aminobenzoic acid,"2-Aminobenzoic acid; 2-aminobenzoic acid; 2-aminobenzoic acid; anthranilic acid; o-aminobenzoic acid; Benzoic acid, 2-amino-; o-Carboxyaniline; 2-Carboxyaniline; vitamin L1; o-Anthranilic acid; anthranilate; 2-Aminobenzoic acid; Benzoic acid, 2-amino-; 2-Aminobenzoat",227,137.047679,C7H7NO2,RWZYAGGXGHYGMB-UHFFFAOYSA-N,37613
4-(butylamino)benzoic acid,Benzoic acids and derivatives,Aminobenzoic acids,4-(butylamino)benzoic acid,4-(N-butylamino)benzoic acid;4-n-butylaminobenzoic acid;butyl-para-aminobenzoic acid;p-(butylamino)benzoic acid,95946,193.110279,C11H15NO2,YCCRFDDXAVMSLM-UHFFFAOYSA-N,67004
Calcimycin,Benzoic acids and derivatives,Aminobenzoic acids,"5-(methylamino)-2-[[(2S,3R,5R,8S,9S)-3,5,9-trimethyl-2-[1-methyl-2-oxo-2-(1H-pyrrol-2-yl)ethyl]-1,7-dioxaspiro[5.5]undecan-8-yl]methyl]-1,3-benzoxazole-4-carboxylic acid","Calcimycin; 5-(methylamino)-2-[[(2S,3R,5R,8S,9S)-3,5,9-trimethyl-2-[1-methyl-2-oxo-2-(1H-pyrrol-2-yl)ethyl]-1,7-dioxaspiro[5.5]undecan-8-yl]methyl]-1,3-benzoxazole-4-carboxylic acid; Ionophore A23187; Antibiotic A23187; A23187; A 23187; A-23187",40486,523.268237,C29H37N3O6,HIYAVKIYRIFSCZ-CVXKHCKVSA-N,67739
Formylanthranilic acid,Benzoic acids and derivatives,Aminobenzoic acids,2-formamidobenzoic acid,"Formylanthranilic acid; 2-formamidobenzoic acid; 2-(Formylamino)benzoic acid; Formylanthranilate; Benzoic acid, 2-(formylamino)-; 2-formamidobenzoic acid; N-Formylanthranilate; 2-(Formylamino)-benzoic acid; CHEBI:36575; 2-carbonylaminobenzoic acid; 2-(formylamino)",101399,165.042594,C8H7NO3,LLLPDUXGHXIXIW-UHFFFAOYSA-N,38464
P-Aminobenzoic acid,Benzoic acids and derivatives,Aminobenzoic acids,4-aminobenzoic acid,"P-Aminobenzoic acid; 4-aminobenzoic acid; 4-aminobenzoic acid; p-aminobenzoic acid; PABA; para-aminobenzoic acid; p-Carboxyaniline; 4-Carboxyaniline; Vitamin BX; Hachemina; Paraminol; Benzoic acid, 4-amino-; 4-Aminobenzoate; Benzoic acid, 4-amino-, ion(1-)",978,137.047679,C7H7NO2,ALYNCZNDIQEVRV-UHFFFAOYSA-N,37770
"2-(Ethylamino)-4,5-dihydroxybenzamide",Benzoic acids and derivatives,Aminobenzoic acids and derivatives,"2-(ethylamino)-4,5-dihydroxybenzamide",,10330295,196.084793,C9H12N2O3,VAWDXOCBSZJIEL-UHFFFAOYSA-N,45753
Cinitapride,Benzoic acids and derivatives,Aminobenzoic acids and derivatives,4-amino-N-[1-(cyclohex-3-en-1-ylmethyl)piperidin-4-yl]-2-ethoxy-5-nitrobenzamide,Cinitapride; 4-amino-N-[1-(cyclohex-3-en-1-ylmethyl)piperidin-4-yl]-2-ethoxy-5-nitrobenzamide; Cinitapride; Cidine; Blaston; Cinmove; Cintapro; Paxapride; Cinitaprida; Cinitapridum; 4-Amino-N-[1-(3-cyclohexen-1-ylmethyl)-4-piperidinyl]-2-ethoxy-5-nitrobenzamide; Be,68867,402.226706,C21H30N4O4,ZDLBNXXKDMLZMF-UHFFFAOYSA-N,43725
Aminosalicylic Acid,Benzoic acids and derivatives,Aminosalicylic acids,4-amino-2-hydroxybenzoic acid,,4649,153.042594,C7H7NO3,WUBBRNOQWQTFEX-UHFFFAOYSA-N,42635
Benzoyl ecgonine,Benzoic acids and derivatives,Benzoic acid esters,"(2R,3S)-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylic acid",,442997,289.131409,C16H19NO4,GVGYEFKIHJTNQZ-CLRIEMFWSA-N,49571
Benzyl butyl phthalate,Benzoic acids and derivatives,Benzoic acid esters,"O2-benzyl O1-butyl benzene-1,2-dicarboxylate","Benzyl butyl phthalate; O2-benzyl O1-butyl benzene-1,2-dicarboxylate; BUTYL BENZYL PHTHALATE; Sicol; Palatinol BB; Unimoll BB; Benzyl butyl phthalate; BUTYL BENZYL PHTHALATE; Butylbenzyl phthalate; Sicol; Palatinol BB; Unimoll BB; Santicizer 160; Sicol 160; n-Butyl",2347,312.13616,C19H20O4,IRIAEXORFWYRCZ-UHFFFAOYSA-N,67427
Bis(2-ethylhexyl)phthalate,Benzoic acids and derivatives,Benzoic acid esters,"bis(2-ethylhexyl) benzene-1,2-dicarboxylate","Bis(2-ethylhexyl)phthalate; bis(2-ethylhexyl) benzene-1,2-dicarboxylate; benzene-1,2-dicarboxylic acid bis(2-ethylhexyl) ester; DEHP; Bis(2-ethylhexyl) phthalate; Di(2-ethylhexyl) phthalate; Di(2-ethylhexyl)phthalate; Octyl phthalate; Diethylhexyl phthalate; Di-s",8343,390.27701,C24H38O4,BJQHLKABXJIVAM-UHFFFAOYSA-N,49840
Cocaine,Benzoic acids and derivatives,Benzoic acid esters,"methyl (1R,2R,3S,5S)-3-(benzoyloxy)-8-methyl-8-azabicyclo[3.2.1]octane-2-carboxylate",,446220,303.147058,C17H21NO4,ZPUCINDJVBIVPJ-LJISPDSOSA-N,43176
Dioctyl phthalate,Benzoic acids and derivatives,Benzoic acid esters,"dioctyl benzene-1,2-dicarboxylate",DI-N-OCTYL PHTHALATE; Dinopol NOP; n-Octyl phthalate; Vinicizer 85,8346,390.27701,C24H38O4,MQIUGAXCHLFZKX-UHFFFAOYSA-N,67560
"Ingenol 3,20-dibenzoate",Benzoic acids and derivatives,Benzoic acid esters,"methyl (1S,4aS,5aS,6R,10aS)-5',6'-dimethoxy-1-methyl-2'-oxo-spiro[1,4a,5,5a,7,8,10,10a-octahydropyrano[3,4-f]indolizine-6,3'-indoline]-4-carboxylate","Ingenol 3,20-dibenzoate; methyl (1S,4aS,5aS,6R,10aS)-5',6'-dimethoxy-1-methyl-2'-oxo-spiro[1,4a,5,5a,7,8,10,10a-octahydropyrano[3,4-f]indolizine-6,3'-indoline]-4-carboxylate; AC1L9C5N; CHEMBL2165713; RD4-2174; C09113",442043,556.246105,C34H36O7,GIMKEHNOTHXONN-GGBZNXADSA-N,69102
"Methyl 3-(2,3-dihydroxy-3-methylbutyl)-4-hydroxybenzoate",Benzoic acids and derivatives,Benzoic acid esters,"methyl 3-(2,3-dihydroxy-3-methylbutyl)-4-hydroxybenzoate",,11184361,254.115425,C13H18O5,ABFHVQPVDSMGNR-UHFFFAOYSA-N,45739
Methylparaben,Benzoic acids and derivatives,Benzoic acid esters,methyl 4-hydroxybenzoate,"Methylparaben; methyl 4-hydroxybenzoate; Methyl 4-hydroxybenzoate; METHYLPARABEN; Methyl paraben; Methyl p-hydroxybenzoate; Nipagin; Maseptol; Methaben; Metoxyde; Preserval; Methyl 4-hydroxybenzoate; Benzoic acid, 4-hydroxy-, methyl ester",7456,152.047345,C8H8O3,LXCFILQKKLGQFO-UHFFFAOYSA-N,45617
Monoethylhexyl phthalic acid,Benzoic acids and derivatives,Benzoic acid esters,2-{[(2-ethylhexyl)oxy]carbonyl}benzoic acid,Monoethylhexyl phthalic acid; 2-{[(2-ethylhexyl)oxy]carbonyl}benzoic acid; Mehp; Mono(2-ethylhexyl) phthalate; 2-Ethylhexyl hydrogen phthalate; Mono(2-ethylhexyl)phthalate; Mono-(2-ethylhexyl)phthalate; 2-(((2-Ethylhexyl)oxy)carbonyl)benzoic acid; Monoethylhexyl,20393,278.15181,C16H22O4,DJDSLBVSSOQSLW-UHFFFAOYSA-N,42273
Tetracaine,Benzoic acids and derivatives,Benzoic acid esters,2-(dimethylamino)ethyl 4-(butylamino)benzoate,2-(Dimethylamino)ethyl p-(butylamino)benzoate;Diaethylaminoaethanol ester der p-butylaminobenzoesaeure;Tetracaine;p-Butylaminobenzoyl-2-dimethylaminoethanol,5411,264.183778,C15H24N2O2,GKCBAIGFKIBETG-UHFFFAOYSA-N,50027
4-Ethylbenzoic acid,Benzoic acids and derivatives,Benzoic acids,4-ethylbenzoic acid,,12086,150.06808,C9H10O2,ZQVKTHRQIXSMGY-UHFFFAOYSA-N,38019
Benzoic acid,Benzoic acids and derivatives,Benzoic acids,benzoic acid,"Benzoic acid; benzoic acid; hydron;benzoate; AGN-PC-02NAWZ; SCHEMBL10633068; benzoic acid; Dracylic acid; Benzeneformic acid; benzenecarboxylic acid; phenylformic acid; Phenylcarboxylic acid; Benzoate; Benzoic acid, ion(1-)",243,122.03678,C7H6O2,WPYMKLBDIGXBTP-UHFFFAOYSA-N,37901
Methyl-4-hydroxybenzoate,Benzoic acids and derivatives,Benzoic acids,4-carboxy-3-methyl-phenolate,"Methyl-4-hydroxybenzoate; 4-carboxy-3-methyl-phenolate; METHYL4-HYDROXYBENZOATE; ZINC04266368; AGN-PC-0AAGFK; AC1OG0QM; 4-hydroxy-2-methylbenzoate; 4-carboxy-3-methylphenolate; CJ-11769; 65726-EP2371808A1; Methyl 4-hydroxybenzoate; Benzoic acid, 4-hydroxy-, methyl",54678414,151.03952,C8H7O3,BBMFSGOFUHEVNP-UHFFFAOYSA-M,72000
Phthalic acid,Benzoic acids and derivatives,Benzoic acids,"benzene-1,2-dicarboxylic acid","Phthalic acid; benzene-1,2-dicarboxylic acid; hydron;phthalate; AGN-PC-01RGE4; phthalic acid; 1,2-benzenedicarboxylic acid; o-phthalic acid; benzene-1,2-dicarboxylic acid; o-dicarboxybenzene; o-benzenedicarboxylic acid; Pathalic acid; 1,2-Benzenedicarboxylic acid; 1",1017,166.02661,C8H6O4,XNGIFLGASWRNHJ-UHFFFAOYSA-N,38024
"3,5-dichlorosalicylicacid",Benzoic acids and derivatives,Dichlorobenzoic acids,"3,5-dichloro-2-hydroxy-benzoic acid","3,5-dichlorosalicylicacid; 3,5-dichloro-2-hydroxy-benzoic acid; 3,5-DICHLOROSALICYLIC ACID; 3,5-Dichloro-2-hydroxybenzoic acid; Salicylic acid, 3,5-dichloro-; Benzoic acid, 3,5-dichloro-2-hydroxy-; USAF DO-68; 2-Hydroxy-3,5-dichlorobenzoic acid; 3,5-Dichlorosali",9445,205.953751,C7H4O3Cl2,CNJGWCQEGROXEE-UHFFFAOYSA-N,71500
Bergenin,Benzoic acids and derivatives,Gallic acid and derivatives,"(2R,3S,4S,4aR,10bS)-3,4,8,10-tetrahydroxy-2-(hydroxymethyl)-9-methoxy-3,4,4a,10b-tetrahydro-2H-pyrano[3,2-c]isochromen-6-one","Bergenin; (2R,3S,4S,4aR,10bS)-3,4,8,10-tetrahydroxy-2-(hydroxymethyl)-9-methoxy-3,4,4a,10b-tetrahydro-2H-pyrano[3,2-c]isochromen-6-one; Cuscutin; CHEBI:69499; Bergenin, Cuscutin; Corylopsin; SCHEMBL10820459; 3,4,8,10-Tetrahydroxy-2-(hydroxymethyl)-9-methoxy-",66065,328.079435,C14H16O9,YWJXCIXBAKGUKZ-SVILNIKFSA-N,67812
"Ethyl 3,4,5-trimethoxybenzoate",Benzoic acids and derivatives,Gallic acid and derivatives,"ethyl 3,4,5-trimethoxybenzoate",,231162,240.099775,C12H16O5,UEOFNBCUGJADBM-UHFFFAOYSA-N,48278
"3,5-dihydroxybenzoic acid",Benzoic acids and derivatives,Hydroxybenzoic acid derivatives,"3,5-dihydroxybenzoic acid",,7424,154.026609,C7H6O4,UYEMGAFJOZZIFP-UHFFFAOYSA-N,42472
3-amino-5-hydroxybenzoic acid,Benzoic acids and derivatives,Hydroxybenzoic acid derivatives,3-amino-5-hydroxybenzoic acid,3-Ahba;3-Amino-5-hydroxybenzoic acid;AHBA,127115,153.042594,C7H7NO3,QPEJHSFTZVMSJH-UHFFFAOYSA-N,54080
3-Hydroxyanthranilic acid,Benzoic acids and derivatives,Hydroxybenzoic acid derivatives,2-amino-3-hydroxybenzoic acid,"3-Hydroxyanthranilic acid; 2-amino-3-hydroxybenzoic acid; 2-Amino-3-hydroxybenzoic acid; 3-Hydroxyanthranilic acid; 3-Oxyanthranilic acid; Benzoic acid, 2-amino-3-hydroxy-; Anthranilic acid, 3-hydroxy-; 2-AMINO-3-HYDROXY-BENZOIC ACID; 3-Hydroxy-anthranilsaeure; 3",86,153.042594,C7H7NO3,WJXSWCUQABXPFS-UHFFFAOYSA-N,37817
