Reaction abbreviation,Reaction name,Reaction formula,Pathway,Lower bound (mmol/gdw/hr),Upper bound (mmol/gdw/hr),Gene-reaction-association,Conifdence score,Eco IDA,sbo Term,EC number,Notes,Reference,,
'FPGS5m',"'folylpolyglutamate  synthetase (DHF), mitochondrial'",'glu_L[m] + atp[m] + 5dhf[m]  => h[m] + 6dhf[m] + adp[m] + pi[m] ','Folate metabolism',0,1000,'(2356.1)','4','3A0000000',176,'6.3.2.17','IT','PMID:10777604',,
'FPGS6','folylpolyglutamate synthetase (DHF)','atp[c] + glu_L[c] + 6dhf[c]  => adp[c] + h[c] + pi[c] + 7dhf[c] ','Folate metabolism',0,1000,'(2356.1)','4','3A0000000',176,'6.3.2.17','IT','PMID:10777604',,
'FPGS6m',"'folylpolyglutamate synthetase (DHF), mitochondrial'",'glu_L[m] + 6dhf[m] + atp[m]  => h[m] + 7dhf[m] + adp[m] + pi[m] ','Folate metabolism',0,1000,'(2356.1)','4','3A0000000',176,'6.3.2.17','IT','PMID:10777604',,
'FPGS7','folylpolyglutamate synthetase (10fthf)','10fthf[c] + atp[c] + 4 glu_L[c]  => 10fthf5glu[c] + 3 h2o[c] + adp[c] + h[c] + pi[c] ','Folate metabolism',0,1000,'(2356.1)','4','3A0000000',176,'6.3.2.17','IT','PMID:10777604',,
'FPGS7m',"'folylpolyglutamate synthetase (10fthf), mitochondrial'",'10fthf[m] + 4 glu_L[m] + atp[m]  => 10fthf5glu[m] + h[m] + 3 h2o[m] + adp[m] + pi[m] ','Folate metabolism',0,1000,'(2356.1)','4','3A0000000',176,'6.3.2.17','IT','PMID:10777604',,
'FPGS8','folylpolyglutamate synthetase (10fthf)','10fthf5glu[c] + atp[c] + glu_L[c]  => 10fthf6glu[c] + adp[c] + h[c] + pi[c] ','Folate metabolism',0,1000,'(2356.1)','4','3A0000000',176,'6.3.2.17','IT','PMID:10777604',,
'FPGS8m',"'folylpolyglutamate synthetase (10fthf), mitochondrial'",'10fthf5glu[m] + glu_L[m] + atp[m]  => 10fthf6glu[m] + h[m] + adp[m] + pi[m] ','Folate metabolism',0,1000,'(2356.1)','4','3A0000000',176,'6.3.2.17','IT','PMID:10777604',,
'FPGS9','folylpolyglutamate synthetase (10fthf)','10fthf6glu[c] + atp[c] + glu_L[c]  => 10fthf7glu[c] + adp[c] + h[c] + pi[c] ','Folate metabolism',0,1000,'(2356.1)','4','3A0000000',176,'6.3.2.17','IT','PMID:10777604',,
'FPGS9m',"'folylpolyglutamate synthetase (10fthf), mitochondrial'",'10fthf6glu[m] + glu_L[m] + atp[m]  => 10fthf7glu[m] + h[m] + adp[m] + pi[m] ','Folate metabolism',0,1000,'(2356.1)','4','3A0000000',176,'6.3.2.17','IT','PMID:10777604',,
'FPGSm',"'folylpolyglutamate synthetase, mitochondrial'",'4 glu_L[m] + atp[m] + thf[m]  => h[m] + 3 h2o[m] + 5thf[m] + adp[m] + pi[m] ','Folate metabolism',0,1000,'(2356.1)','4','3A0000000',176,'6.3.2.17','IT','PMID:10777604',,
'FRDPtc',"'lipid, flip-flop intracellular transport'",'frdp[x]  <=> frdp[c] ',"'Transport, peroxisomal'",-1000,1000,'(2356.1)','2','3A0000000',185,'',"'cholesterol precursor, transport by &quot;diffusion&quot; -&gt; actually beleived to be flip-flop mechanism (PMID: 12840657). See also Krisans (PMID: 14713247, PMID: 12121718) for synthesis of cholesterol pathway (why FRDP needs to be transported between ER and peroxisome) NJ'",'PMID:12840657',,
'FRDPtr',"'lipid, flip-flop intracellular transport'",'frdp[x]  <=> frdp[r] ',"'Transport, peroxisomal'",-1000,1000,'','2','3A0000000',185,'',"'cholesterol precursor, transport by &quot;diffusion&quot; -&gt; actually beleived to be flip-flop mechanism (PMID: 12840657). See also Krisans (PMID: 14713247, PMID: 12121718) for synthesis of cholesterol pathway (why FRDP needs to be transported between ER and peroxisome) NJ'","'PMID:12121718,PMID:12840657,PMID:14713247'",,
'FRTT','farnesyltranstransferase','ipdp[c] + frdp[c]  => ppi[c] + ggdp[c] ','Cholesterol metabolism',0,1000,'','2','3A0000134',176,'2.5.1.29','Human Y/N: Y',"'PMID:17477828,PMID:17477829'",,
'FRUt1r','D-fructose transport in via uniport','fru[e]  <=> fru[c] ',"'Transport, extracellular'",-1000,1000,'(9453.1)','4','3A0000269',185,'','NCD',"'PMID:10821868,PMID:10860996,PMID:11583593,PMID:11780753,PMID:11882499,PMID:12135767,PMID:12750891,PMID:15033637,PMID:1634504,PMID:1695905,PMID:1701966,PMID:2182619,PMID:3399500,PMID:8419132,PMID:9770484'",,
'FRUt4','D-fructose transport  via sodium cotransport','na1[e] + fru[e]  <=> na1[c] + fru[c] ',"'Transport, extracellular'",-1000,1000,'(29988.1) or (6514.1) or (155184.1) or (6518.1) or (66035.1)','4','3A0000269',185,'','NCD',"'PMID:12748858,PMID:15607332'",,
'FT',"'farnesyltranstransferase (trans,trans,cis-geranylgeranyl diphosphate-generating)'",'ipdp[c] + frdp[c]  => ppi[c] + ttc_ggdp[c] ','N-glycan synthesis',0,1000,'(200010.1)','0','3A0000000',176,'','EC 2.5.1.- NCD','',,
'FTCD','formimidoyltransferase cyclodeaminase','2 h[c] + 5forthf[c]  => nh4[c] + methf[c] ','Folate metabolism',0,1000,'','4','3A0000134',176,'4.3.1.4','IT','PMID:14697341',,
'FTHFCL','5-formethyltetrahydrofolate cyclo-ligase','atp[c] + 5fthf[c]  => adp[c] + pi[c] + methf[c] ','Folate metabolism',0,1000,'(10841.1) or (10841.2)','4','3A0000269',176,'6.3.3.2','NCD','PMID:12764149',,
'FTHFDH','formyltetrahydrofolate dehydrogenase','10fthf[c] + h2o[c] + nadp[c]  => h[c] + nadph[c] + co2[c] + thf[c] ','Folate metabolism',0,1000,'(10588.1)','4','3A0000269',176,'1.5.1.6','IT','PMID:2733692',,
'FTHFL','Formate-tetrahydrofolate ligase','atp[c] + thf[c] + for[c]  <=> 10fthf[c] + adp[c] + pi[c] ','Folate metabolism',-1000,1000,'(10840.1)','4','3A0000134',176,'','','',,
'FTHFLm',"'formate-tetrahydrofolate ligase, mitochondrial'",'atp[m] + for[m] + thf[m]  <=> 10fthf[m] + adp[m] + pi[m] ','Folate metabolism',-1000,1000,'(4522.1) or (286297.1)','4','3A0000269',176,'6.3.4.3','NCD','PMID:12937168',,
'FUC13GALACGLCGAL14ACGLCGALGLUSIDEte','blood group intracellular transport','fuc13galacglcgal14acglcgalgluside_hs[e]  <=> fuc13galacglcgal14acglcgalgluside_hs[c] ',"'Transport, extracellular'",-1000,1000,'(25902.1)','2','3A0000000',185,'',"'unknown mechanism, however these blood groups need to make it to the extracellular surface of cells NJ'",'',,
'FUC13GALACGLCGAL14ACGLCGALGLUSIDEtg','blood group intracellular transport','fuc13galacglcgal14acglcgalgluside_hs[g]  <=> fuc13galacglcgal14acglcgalgluside_hs[c] ',"'Transport, golgi apparatus'",-1000,1000,'','2','3A0000000',185,'',"'unknown mechanism, however these blood groups need to make it to the extracellular surface of cells NJ'",'',,
'FUC14GALACGLCGALGLUSIDEte','blood group intracellular transport','fuc14galacglcgalgluside_hs[e]  <=> fuc14galacglcgalgluside_hs[c] ',"'Transport, extracellular'",-1000,1000,'','2','3A0000000',185,'',"'unknown mechanism, however these blood groups need to make it to the extracellular surface of cells NJ'",'',,
'FUC14GALACGLCGALGLUSIDEtg','blood group intracellular transport','fuc14galacglcgalgluside_hs[g]  <=> fuc14galacglcgalgluside_hs[c] ',"'Transport, golgi apparatus'",-1000,1000,'','2','3A0000000',185,'',"'unknown mechanism, however these blood groups need to make it to the extracellular surface of cells NJ'",'',,
'FUCACGALFUCGALACGLCGALGLUSIDEte','blood group intracellular transport','fucacgalfucgalacglcgalgluside_hs[e]  <=> fucacgalfucgalacglcgalgluside_hs[c] ',"'Transport, extracellular'",-1000,1000,'','2','3A0000000',185,'',"'unknown mechanism, however these blood groups need to make it to the extracellular surface of cells NJ'",'',,
'FUCACGALFUCGALACGLCGALGLUSIDEtg','blood group intracellular transport','fucacgalfucgalacglcgalgluside_hs[g]  <=> fucacgalfucgalacglcgalgluside_hs[c] ',"'Transport, golgi apparatus'",-1000,1000,'','2','3A0000000',185,'',"'unknown mechanism, however these blood groups need to make it to the extracellular surface of cells NJ'",'',,
'FUCACNGAL14ACGLCGALGLUSIDEte','blood group intracellular transport','fucacngal14acglcgalgluside_hs[e]  <=> fucacngal14acglcgalgluside_hs[c] ',"'Transport, extracellular'",-1000,1000,'','2','3A0000000',185,'',"'unknown mechanism, however these blood groups need to make it to the extracellular surface of cells NJ'",'',,
'FUCACNGAL14ACGLCGALGLUSIDEtg','blood group intracellular transport','fucacngal14acglcgalgluside_hs[g]  <=> fucacngal14acglcgalgluside_hs[c] ',"'Transport, golgi apparatus'",-1000,1000,'','2','3A0000000',185,'',"'unknown mechanism, however these blood groups need to make it to the extracellular surface of cells NJ'",'',,
'FUCACNGALACGLCGALGLUSIDEte','blood group intracellular transport','fucacngalacglcgalgluside_hs[e]  <=> fucacngalacglcgalgluside_hs[c] ',"'Transport, extracellular'",-1000,1000,'','2','3A0000000',185,'',"'unknown mechanism, however these blood groups need to make it to the extracellular surface of cells NJ'",'',,
'FUCACNGALACGLCGALGLUSIDEtg','blood group intracellular transport','fucacngalacglcgalgluside_hs[g]  <=> fucacngalacglcgalgluside_hs[c] ',"'Transport, golgi apparatus'",-1000,1000,'','2','3A0000000',185,'',"'unknown mechanism, however these blood groups need to make it to the extracellular surface of cells NJ'",'',,
'FUCASE2e',"'alpha-fucosidase, extracellular'",'h2o[e] + ksi[e]  => fuc_L[e] + ksi_deg1[e] ','Keratan sulfate degradation',0,1000,'','4','3A0000000',176,'3.2.1.51','NCD',"'PMID:10460218,PMID:11389735,PMID:12604617,PMID:2317201'",,
'FUCASE2ly',"'alpha-fucosidase, lysosomal'",'h2o[l] + ksi[l]  => fuc_L[l] + ksi_deg1[l] ','Keratan sulfate degradation',0,1000,'(2519.1)','4','3A0000000',176,'3.2.1.51','NCD',"'PMID:11870229,PMID:1769200,PMID:2803312,PMID:2983333'",,
'FUCASEe',"'alpha-fucosidase, extracellular'",'h2o[e] + s2l2fn2m2masn[e]  => fuc_L[e] + s2l2n2m2masn[e] ','N-glycan degradation',0,1000,'(2517.1)','0','3A0000000',176,'3.2.1.51','NCD','',,
'FUCASEly',"'alpha-fucosidase, lysosomal'",'h2o[l] + s2l2fn2m2masn[l]  => fuc_L[l] + s2l2n2m2masn[l] ','N-glycan degradation',0,1000,'(2519.1)','0','3A0000000',176,'3.2.1.51','NCD','',,
'FUCFUC12GAL14ACGLCGALGLUSIDEte','blood group intracellular transport','fucfuc12gal14acglcgalgluside_hs[e]  <=> fucfuc12gal14acglcgalgluside_hs[c] ',"'Transport, extracellular'",-1000,1000,'(2517.1)','2','3A0000000',185,'',"'unknown mechanism, however these blood groups need to make it to the extracellular surface of cells NJ'",'',,
'FUCFUC12GAL14ACGLCGALGLUSIDEtg','blood group intracellular transport','fucfuc12gal14acglcgalgluside_hs[g]  <=> fucfuc12gal14acglcgalgluside_hs[c] ',"'Transport, golgi apparatus'",-1000,1000,'','2','3A0000000',185,'',"'unknown mechanism, however these blood groups need to make it to the extracellular surface of cells NJ'",'',,
'FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEte','blood group intracellular transport','fucfuc132galacglcgal14acglcgalgluside_hs[e]  <=> fucfuc132galacglcgal14acglcgalgluside_hs[c] ',"'Transport, extracellular'",-1000,1000,'','2','3A0000000',185,'',"'unknown mechanism, however these blood groups need to make it to the extracellular surface of cells NJ'",'',,
'FUCFUC132GALACGLCGAL14ACGLCGALGLUSIDEtg','blood group intracellular transport','fucfuc132galacglcgal14acglcgalgluside_hs[g]  <=> fucfuc132galacglcgal14acglcgalgluside_hs[c] ',"'Transport, golgi apparatus'",-1000,1000,'','2','3A0000000',185,'',"'unknown mechanism, however these blood groups need to make it to the extracellular surface of cells NJ'",'',,
'FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEte','blood group intracellular transport','fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[e]  <=> fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[c] ',"'Transport, extracellular'",-1000,1000,'','2','3A0000000',185,'',"'unknown mechanism, however these blood groups need to make it to the extracellular surface of cells NJ'",'',,
'FUCFUCFUCGALACGLC13GALACGLCGAL14ACGLCGALGLUSIDEtg','blood group intracellular transport','fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[g]  <=> fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[c] ',"'Transport, golgi apparatus'",-1000,1000,'','2','3A0000000',185,'',"'unknown mechanism, however these blood groups need to make it to the extracellular surface of cells NJ'",'',,
'FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEte','blood group intracellular transport','fucfucfucgalacglcgal14acglcgalgluside_hs[e]  <=> fucfucfucgalacglcgal14acglcgalgluside_hs[c] ',"'Transport, extracellular'",-1000,1000,'','2','3A0000000',185,'',"'unknown mechanism, however these blood groups need to make it to the extracellular surface of cells NJ'",'',,
'FUCFUCFUCGALACGLCGAL14ACGLCGALGLUSIDEtg','blood group intracellular transport','fucfucfucgalacglcgal14acglcgalgluside_hs[g]  <=> fucfucfucgalacglcgal14acglcgalgluside_hs[c] ',"'Transport, golgi apparatus'",-1000,1000,'','2','3A0000000',185,'',"'unknown mechanism, however these blood groups need to make it to the extracellular surface of cells NJ'",'',,
'FUCFUCGALACGLCGALGLUSIDEte','blood group intracellular transport','fucfucgalacglcgalgluside_hs[e]  <=> fucfucgalacglcgalgluside_hs[c] ',"'Transport, extracellular'",-1000,1000,'','2','3A0000000',185,'',"'unknown mechanism, however these blood groups need to make it to the extracellular surface of cells NJ'",'',,
'FUCFUCGALACGLCGALGLUSIDEtg','blood group intracellular transport','fucfucgalacglcgalgluside_hs[g]  <=> fucfucgalacglcgalgluside_hs[c] ',"'Transport, golgi apparatus'",-1000,1000,'','2','3A0000000',185,'',"'unknown mechanism, however these blood groups need to make it to the extracellular surface of cells NJ'",'',,
'FUCGAL14ACGLCGALGLUSIDEte','blood group intracellular transport','fucgal14acglcgalgluside_hs[e]  <=> fucgal14acglcgalgluside_hs[c] ',"'Transport, extracellular'",-1000,1000,'','2','3A0000000',185,'',"'unknown mechanism, however these blood groups need to make it to the extracellular surface of cells NJ'",'',,
'FUCGAL14ACGLCGALGLUSIDEtg','blood group intracellular transport','fucgal14acglcgalgluside_hs[g]  <=> fucgal14acglcgalgluside_hs[c] ',"'Transport, golgi apparatus'",-1000,1000,'','2','3A0000000',185,'',"'unknown mechanism, however these blood groups need to make it to the extracellular surface of cells NJ'",'',,
'FUCGALFUCGALACGLCGALGLUSIDEte','blood group intracellular transport','fucgalfucgalacglcgalgluside_hs[e]  <=> fucgalfucgalacglcgalgluside_hs[c] ',"'Transport, extracellular'",-1000,1000,'','2','3A0000000',185,'',"'unknown mechanism, however these blood groups need to make it to the extracellular surface of cells NJ'",'',,
'FUCGALFUCGALACGLCGALGLUSIDEtg','blood group intracellular transport','fucgalfucgalacglcgalgluside_hs[g]  <=> fucgalfucgalacglcgalgluside_hs[c] ',"'Transport, golgi apparatus'",-1000,1000,'','2','3A0000000',185,'',"'unknown mechanism, however these blood groups need to make it to the extracellular surface of cells NJ'",'',,
'FUCGALGBSIDEte','fucgalgbside hs transport','fucgalgbside_hs[c]  <=> fucgalgbside_hs[e] ',"'Transport, extracellular'",-1000,1000,'','1','3A0000000',185,'',"'unknown mechanism for transport - intracellular transport occurs, most details are unknown - see for example Varki glycobiology text or numerous reviews (PMID: 8206147) - extracellular transport is also made available since metabolites can get to outer plasma membrane NJ'",'PMID:8206147',,
'FUCGALGBSIDEtg','fucgalgbside hs intracellular transport','fucgalgbside_hs[c]  <=> fucgalgbside_hs[g] ',"'Transport, golgi apparatus'",-1000,1000,'','1','3A0000000',185,'',"'unknown mechanism for transport - intracellular transport occurs, most details are unknown - see for example Varki glycobiology text or numerous reviews (PMID: 8206147) NJ'",'PMID:8206147',,
'FUCtly','L-fucose efflux from lysosome','fuc_L[l]  => fuc_L[c] ',"'Transport, lysosomal'",0,1000,'','2','3A0000000',185,'','',"'PMID:1751541,PMID:8993166'",,
'FUM','fumarase','h2o[c] + fum[c]  <=> mal_L[c] ','Citric acid cycle',-1000,1000,'','0','3A0000000',176,'4.2.1.2','','',,
'FUMAC','fumarylacetoacetase','h2o[c] + 4fumacac[c]  => h[c] + acac[c] + fum[c] ','Tyrosine metabolism',0,1000,'(2271.1)','4','3A0000269',176,'3.7.1.2','NCD','',,
'FUMm',"'fumarase, mitochondrial'",'h2o[m] + fum[m]  <=> mal_L[m] ','Citric acid cycle',-1000,1000,'(2184.1)','0','3A0000134',176,'4.2.1.2','IF. Biochemical',"'PMID:16774737,PMID:17111171,PMID:17111172'",,
'FUMSO3tm',"'Fumarate:sulfite antiport, mitochondrial'",'so3[m] + fum[c]  <=> so3[c] + fum[m] ',"'Transport, mitochondrial'",-1000,1000,'(2271.1)','4','3A0000269',185,'','MM',"'PMID:14598172,PMID:4441366'",,
'FUMSO4tm',"'Fumarate:sulfate antiport, mitochondrial'",'fum[c] + so4[m]  <=> fum[m] + so4[c] ',"'Transport, mitochondrial'",-1000,1000,'(1468.1)','4','3A0000269',185,'','MM',"'PMID:14598172,PMID:4441366'",,
'FUMtm',"'fumarate transport, mitochondrial'",'pi[m] + fum[c]  <=> pi[c] + fum[m] ',"'Transport, mitochondrial'",-1000,1000,'(1468.1)','4','3A0000269',185,'','TDV',"'PMID:14598172,PMID:3587497'",,
'FUMTSULtm',"'Fumarate:thiosulfate antiport, mitochondrial'",'fum[c] + tsul[m]  <=> fum[m] + tsul[c] ',"'Transport, mitochondrial'",-1000,1000,'(1468.1)','4','3A0000269',185,'','MM',"'PMID:14598172,PMID:4441366'",,
'FUT11g','Galactoside 2-alpha-L-fucosyltransferase 1','galgbside_hs[g] + gdpfuc[g]  => h[g] + gdp[g] + fucgalgbside_hs[g] ','Sphingolipid metabolism',0,1000,'(1468.1)','4','3A0000269',176,'2.4.1.69','NJ','',,
'FUT12g','Galactoside 2-alpha-L-fucosyltransferase 1','galacglcgalgluside_hs[g] + gdpfuc[g]  => h[g] + fucgalacglcgalgluside_hs[g] + gdp[g] ','Blood group synthesis',0,1000,'(2523.1)','4','3A0000269',176,'2.4.1.69','NJ','PMID:2118655',,
'FUT14g','Galactoside 2-alpha-L-fucosyltransferase 1','gal14acglcgalgluside_hs[g] + gdpfuc[g]  => h[g] + fuc12gal14acglcgalgluside_hs[g] + gdp[g] ','Blood group synthesis',0,1000,'(2523.1)','4','3A0000269',176,'2.4.1.69','NJ','PMID:2118655',,
'FUT15g','Galactoside 2-alpha-L-fucosyltransferase 1','galacgalfuc12gal14acglcgalgluside_hs[g] + gdpfuc[g]  => h[g] + fucgalacgalfuc12gal14acglcgalgluside_hs[g] + gdp[g] ','Blood group synthesis',0,1000,'(2523.1)','4','3A0000269',176,'2.4.1.69','NJ','PMID:2118655',,
'FUT16g','Galactoside 2-alpha-L-fucosyltransferase 1','galacglcgal14acglcgalgluside_hs[g] + gdpfuc[g]  => h[g] + fucgalacglcgal14acglcgalgluside_hs[g] + gdp[g] ','Blood group synthesis',0,1000,'(2523.1)','4','3A0000269',176,'2.4.1.69','NJ','PMID:2118655',,
'FUT17g','Galactoside 2-alpha-L-fucosyltransferase 1','galacgalfucgalacglcgal14acglcgalgluside_hs[g] + gdpfuc[g]  => h[g] + fucgalacgalfucgalacglcgal14acglcgalgluside_hs[g] + gdp[g] ','Blood group synthesis',0,1000,'(2523.1)','4','3A0000269',176,'2.4.1.69','NJ','PMID:2118655',,
'FUT18g','Galactoside 2-alpha-L-fucosyltransferase 1','galacglcgalacglcgal14acglcgalgluside_hs[g] + 2 gdpfuc[g]  => 2 h[g] + fucfucgalacglcgalacglcgal14acglcgalgluside_hs[g] + 2 gdp[g] ','Blood group synthesis',0,1000,'(2523.1)','4','3A0000269',176,'2.4.1.69','NJ','PMID:2118655',,
'FUT31g',"'fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included) 1'",'galacglcgalgluside_hs[g] + gdpfuc[g]  => h[g] + gdp[g] + fuc14galacglcgalgluside_hs[g] ','Blood group synthesis',0,1000,'(2523.1)','4','3A0000269',176,'2.4.1.65','NJ',"'PMID:12424536,PMID:12493760,PMID:1977660'",,
'FUT32g',"'fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included) 1'",'gdpfuc[g] + acngalacglcgalgluside_hs[g]  => h[g] + gdp[g] + fucacngalacglcgalgluside_hs[g] ','Blood group synthesis',0,1000,'(2525.1)','4','3A0000269',176,'2.4.1.65','NJ',"'PMID:12424536,PMID:12493760,PMID:1977660'",,
'FUT33g',"'fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included) 1'",'acgalfucgalacglcgalgluside_hs[g] + gdpfuc[g]  => h[g] + gdp[g] + fucacgalfucgalacglcgalgluside_hs[g] ','Blood group synthesis',0,1000,'(2525.1)','4','3A0000269',176,'2.4.1.65','NJ',"'PMID:12424536,PMID:12493760,PMID:1977660'",,
'FUT34g',"'fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included) 1'",'fucgalacglcgalgluside_hs[g] + gdpfuc[g]  => h[g] + gdp[g] + fucfucgalacglcgalgluside_hs[g] ','Blood group synthesis',0,1000,'(2525.1)','4','3A0000269',176,'2.4.1.65','NJ',"'PMID:12424536,PMID:12493760,PMID:1977660'",,
'FUT35g',"'fucosyltransferase 3 (galactoside 3(4)-L-fucosyltransferase, Lewis blood group included) 1'",'galfucgalacglcgalgluside_hs[g] + gdpfuc[g]  => h[g] + gdp[g] + fucgalfucgalacglcgalgluside_hs[g] ','Blood group synthesis',0,1000,'(2525.1)','4','3A0000269',176,'2.4.1.65','NJ',"'PMID:12424536,PMID:12493760,PMID:1977660'",,
'FUT910g',"'Alpha-(1,3)-fucosyltransferase'",'gdpfuc[g] + fucgalacglc13galacglcgal14acglcgalgluside_hs[g]  => h[g] + gdp[g] + fucfucgalacglc13galacglcgal14acglcgalgluside_hs[g] ','Blood group synthesis',0,1000,'(2525.1)','4','3A0000269',176,'2.4.1.152','NJ','PMID:10386598',,
'FUT911g',"'Alpha-(1,3)-fucosyltransferase'",'gdpfuc[g] + fucfucgalacglc13galacglcgal14acglcgalgluside_hs[g]  => h[g] + gdp[g] + fucfucfucgalacglc13galacglcgal14acglcgalgluside_hs[g] ','Blood group synthesis',0,1000,'(10690.1)','4','3A0000269',176,'2.4.1.152','NJ','PMID:10386598',,
'FUT91g',"'Alpha-(1,3)-fucosyltransferase'",'gal14acglcgalgluside_hs[g] + gdpfuc[g]  => h[g] + gdp[g] + fucgal14acglcgalgluside_hs[g] ','Blood group synthesis',0,1000,'(10690.1)','4','3A0000269',176,'2.4.1.152','NJ','PMID:10386598',,
'FUT92g',"'Alpha-(1,3)-fucosyltransferase'",'gdpfuc[g] + acngal14acglcgalgluside_hs[g]  => h[g] + gdp[g] + fucacngal14acglcgalgluside_hs[g] ','Blood group synthesis',0,1000,'(10690.1)','4','3A0000269',176,'2.4.1.152','NJ','PMID:10386598',,
'FUT93g',"'Alpha-(1,3)-fucosyltransferase'",'fuc12gal14acglcgalgluside_hs[g] + gdpfuc[g]  => h[g] + gdp[g] + fucfuc12gal14acglcgalgluside_hs[g] ','Blood group synthesis',0,1000,'(10690.1)','4','3A0000269',176,'2.4.1.152','NJ','PMID:10386598',,
'FUT94g',"'Alpha-(1,3)-fucosyltransferase'",'fucgalacglcgal14acglcgalgluside_hs[g] + gdpfuc[g]  => h[g] + gdp[g] + fucfucgalacglcgal14acglcgalgluside_hs[g] ','Blood group synthesis',0,1000,'(10690.1)','4','3A0000269',176,'2.4.1.152','NJ','PMID:10386598',,
'FUT95g',"'Alpha-(1,3)-fucosyltransferase'",'gdpfuc[g] + fucfucgalacglcgal14acglcgalgluside_hs[g]  => h[g] + gdp[g] + fucfucfucgalacglcgal14acglcgalgluside_hs[g] ','Blood group synthesis',0,1000,'(10690.1)','4','3A0000269',176,'2.4.1.152','NJ','PMID:10386598',,
'FUT96g',"'Alpha-(1,3)-fucosyltransferase'",'galacglcgal14acglcgalgluside_hs[g] + gdpfuc[g]  => h[g] + gdp[g] + fuc132galacglcgal14acglcgalgluside_hs[g] ','Blood group synthesis',0,1000,'(10690.1)','4','3A0000269',176,'2.4.1.152','NJ','PMID:10386598',,
'FUT97g',"'Alpha-(1,3)-fucosyltransferase'",'gdpfuc[g] + fuc132galacglcgal14acglcgalgluside_hs[g]  => h[g] + gdp[g] + fucfuc132galacglcgal14acglcgalgluside_hs[g] ','Blood group synthesis',0,1000,'(10690.1)','4','3A0000269',176,'2.4.1.152','NJ','PMID:10386598',,
'FUT98g',"'Alpha-(1,3)-fucosyltransferase'",'galacglcgal14acglcgalgluside_hs[g] + gdpfuc[g]  => h[g] + gdp[g] + fuc13galacglcgal14acglcgalgluside_hs[g] ','Blood group synthesis',0,1000,'(10690.1)','4','3A0000269',176,'2.4.1.152','NJ','PMID:10386598',,
