reaction_id,reaction_abbreviation,reaction_name,reaction_reversible,reaction_formula,reaction_formula_w/name,Conifdence score
2489,MALTSULtm,"Malate:thiosulfate antiport, mitochondrial",1,mal_L[c] + tsul[m]  <=> mal_L[m] + tsul[c] ,(S)-malate(2-)+thiosulfate(2-) <  = > (S)-malate(2-)+thiosulfate(2-),4
2490,MALTt1r,maltose transport (uniport),1,malt[e]  <=> malt[c] ,Maltose <  = > Maltose,4
2491,MAN1_6B1er,"mannosidase I, endoplasmic reticulum (g1m6masnB1-producing)",0,h2o[r] + g1m7masnC[r]  => g1m6masnB1[r] + man[r] ,"Water+glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein) = > glucosyl-(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)+D-Mannose",0
2492,MAN1_7Ber,"mannosidase I, endoplasmic reticulum (g1m7masnB-producing)",0,h2o[r] + g1m8masn[r]  => g1m7masnB[r] + man[r] ,"Water+(alpha-D-Glucosyl)-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) = > glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)+D-Mannose",0
2493,MAN1PT2,mannose-1-phosphate guanylyltransferase (GDP),0,h[c] + gdp[c] + man1p[c]  => pi[c] + gdpmann[c] ,proton+GDP+D-Mannose 1-phosphate = > hydrogenphosphate+GDP-alpha-D-mannose(2-),0
2494,MAN2_6B1er,"mannosidase II, endoplasmic reticulum (g1m6masnB1-producing)",0,h2o[r] + g1m7masnB[r]  => g1m6masnB1[r] + man[r] ,"Water+glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein) = > glucosyl-(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)+D-Mannose",0
2495,MAN2_7Cer,"mannosidase II, endoplasmic reticulum (g1m7masnC-producing)",0,h2o[r] + g1m8masn[r]  => g1m7masnC[r] + man[r] ,"Water+(alpha-D-Glucosyl)-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) = > glucosyl-(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)+D-Mannose",0
2496,MAN6PI,mannose-6-phosphate isomerase,1,man6p[c]  <=> f6p[c] ,D-Mannose 6-phosphate <  = > D-Fructose 6-phosphate,2
2497,MANt1r,mannose transport (uniport),1,man[e]  <=> man[c] ,D-Mannose <  = > D-Mannose,4
2498,MANt4,D-mannose transport via sodium cotransport,1,na1[e] + man[e]  <=> na1[c] + man[c] ,Sodium+D-Mannose <  = > Sodium+D-Mannose,4
2499,MANter,mannose efflux from endoplasmic reticulum,0,man[r]  => man[c] ,D-Mannose = > D-Mannose,1
2500,MANtg,mannose efflux from Golgi apparatus,0,man[g]  => man[c] ,D-Mannose = > D-Mannose,1
2501,MANtly,mannose efflux from lysosome,0,man[l]  => man[c] ,D-Mannose = > D-Mannose,2
2502,MAOLNOR,monoamine oxidase (L-Normetanephrine),0,h2o[c] + o2[c] + normete_L[c]  => h2o2[c] + nh4[c] + 3m4hpga[c] ,Water+O2+L-Normetanephrine = > Hydrogen peroxide+Ammonium+3-Methoxy-4-hydroxyphenylglycolaldehyde,4
2503,MAOX,Methylamine oxidase,0,h2o[c] + o2[c] + mma[c]  => h2o2[c] + nh4[c] + fald[c] ,Water+O2+methylammonium = > Hydrogen peroxide+Ammonium+formaldehyde,2
2504,MCCCrm,"methylcrotonoyl-CoA carboxylase, mitochondrial",1,atp[m] + hco3[m] + 3mb2coa[m]  <=> h[m] + adp[m] + pi[m] + 3mgcoa[m] ,ATP+Bicarbonate+3-methylbut-2-enoyl-CoA(4-) <  = > proton+ADP+hydrogenphosphate+trans-3-methylglutaconyl-CoA(5-),4
2505,MCD,Malonyl-CoA Decarboxylase cytoplasmic,0,h[c] + malcoa[c]  => co2[c] + accoa[c] ,proton+Malonyl-CoA = > carbon dioxide+Acetyl-CoA,4
2506,MCDm,"Malonyl-CoA Decarboxylase, mitochondrial",0,h[m] + malcoa[m]  => co2[m] + accoa[m] ,proton+Malonyl-CoA = > carbon dioxide+Acetyl-CoA,4
2507,MCDp,Malonyl-CoA Decarboxylase peroxisomal,0,h[x] + malcoa[x]  => accoa[x] + co2[x] ,proton+Malonyl-CoA = > Acetyl-CoA+carbon dioxide,0
2508,MCITS,2-methylcitrate synthase,0,h2o[c] + ppcoa[c] + oaa[c]  => h[c] + 2mcit[c] + coa[c] ,Water+Propanoyl-CoA+Oxaloacetate = > proton+2-methylcitrate(3-)+Coenzyme A,2
2509,MCLACCYSR,3-mercaptolactate:cysteine reductase,0,nad[c] + cys_L[c] + mercplac[c]  => h[c] + nadh[c] + mercplaccys[c] ,Nicotinamide adenine dinucleotide+L-cysteine+3-Mercaptolactate = > proton+Nicotinamide adenine dinucleotide - reduced+3-mercaptolactate-cysteine disulfide,2
2510,MCLOR,3-Mercaptolactate:NAD+ oxidoreductase,1,nad[c] + mercplac[c]  <=> h[c] + nadh[c] + mercppyr[c] ,Nicotinamide adenine dinucleotide+3-Mercaptolactate <  = > proton+Nicotinamide adenine dinucleotide - reduced+3-mercaptopyruvate,4
2511,MCOATA,Malonyl-CoA-ACP transacylase,1,malcoa[c] + ACP[c]  <=> coa[c] + malACP[c] ,Malonyl-CoA+acyl carrier protein <  = > Coenzyme A+Malonyl-[acyl-carrier protein],4
2512,MCOATAm,"Malonyl-CoA-ACP transacylase, mitochondrial",1,malcoa[m] + ACP[m]  <=> coa[m] + malACP[m] ,Malonyl-CoA+acyl carrier protein <  = > Coenzyme A+Malonyl-[acyl-carrier protein],4
2513,MCPST,3-mercaptopyruvate sulfurtransferase,0,cyan[c] + mercppyr[c]  => h[c] + pyr[c] + tcynt[c] ,hydrogen cyanide+3-mercaptopyruvate = > proton+pyruvate+thiocyanate,4
2514,MDH,malate dehydrogenase,1,nad[c] + mal_L[c]  <=> h[c] + nadh[c] + oaa[c] ,Nicotinamide adenine dinucleotide+(S)-malate(2-) <  = > proton+Nicotinamide adenine dinucleotide - reduced+Oxaloacetate,0
2515,MDHm,"malate dehydrogenase, mitochondrial",1,nad[m] + mal_L[m]  <=> h[m] + nadh[m] + oaa[m] ,Nicotinamide adenine dinucleotide+(S)-malate(2-) <  = > proton+Nicotinamide adenine dinucleotide - reduced+Oxaloacetate,0
2516,MDRPD, 5-Methylthio-5-deoxy-D-ribulose 1-phosphate dehydratase,0,5mdru1p[c]  => h2o[c] + dkmpp[c] ,"5-Methylthio-5-deoxy-D-ribulose 1-phosphate = > Water+2,3-diketo-5-methylthio-1-phosphopentane",2
2517,ME1m,"malic enzyme (NAD), mitochondrial",0,nad[m] + mal_L[m]  => co2[m] + nadh[m] + pyr[m] ,Nicotinamide adenine dinucleotide+(S)-malate(2-) = > carbon dioxide+Nicotinamide adenine dinucleotide - reduced+pyruvate,0
2518,ME2,malic enzyme (NADP),0,nadp[c] + mal_L[c]  => pyr[c] + nadph[c] + co2[c] ,Nicotinamide adenine dinucleotide phosphate+(S)-malate(2-) = > pyruvate+Nicotinamide adenine dinucleotide phosphate - reduced+carbon dioxide,0
2519,ME2m,"malic enzyme (NADP), mitochondrial",0,nadp[m] + mal_L[m]  => nadph[m] + co2[m] + pyr[m] ,Nicotinamide adenine dinucleotide phosphate+(S)-malate(2-) = > Nicotinamide adenine dinucleotide phosphate - reduced+carbon dioxide+pyruvate,0
2520,MECOALm,"mesaconate--CoA ligase (ADP-forming), mitochondrial",1,coa[m] + atp[m] + mescon[m]  <=> adp[m] + pi[m] + mescoa[m] ,Coenzyme A+ATP+Mesaconate <  = > ADP+hydrogenphosphate+Mesaconyl-CoA,1
2521,MECOAS1m,mesaconate--CoA ligase (GDP-forming),1,coa[m] + gtp[m] + mescon[m]  <=> pi[m] + gdp[m] + mescoa[m] ,Coenzyme A+GTP+Mesaconate <  = > hydrogenphosphate+GDP+Mesaconyl-CoA,2
2522,MELATN23DOX,"Melatonin:oxygen 2,3-dioxygenase (indole-decyclizing)",0,o2[c] + melatn[c]  => fna5moxam[c] ,O2+melatonin = > Formyl-N-acetyl-5-methoxykynurenamine,2
2523,MELATNOX,Melatonin:NADP oxidoreductase,0,o2[c] + h[c] + nadph[c] + melatn[c]  => h2o[c] + nadp[c] + 6hoxmelatn[c] ,O2+proton+Nicotinamide adenine dinucleotide phosphate - reduced+melatonin = > Water+Nicotinamide adenine dinucleotide phosphate+6-Hydroxymelatonin,4
2524,MEOHt2,Methanol diffusion,1,meoh[e]  <=> meoh[c] ,methanol <  = > methanol,2
2525,MEOHtly,"Methanol transporter, lysosome",1,meoh[c]  <=> meoh[l] ,methanol <  = > methanol,1
2526,MEOHtr,"Methanol transporter, endoplasmic reticulum",1,meoh[c]  <=> meoh[r] ,methanol <  = > methanol,1
2527,MEPIVESSte,metanephrine secretion via secretory vesicle (ATP driven),0,h2o[c] + atp[c] + mepi[c]  => adp[c] + h[c] + pi[c] + mepi[e] ,Water+ATP+Metanephrine = > ADP+proton+hydrogenphosphate+Metanephrine,2
2528,MERCPLACCYSt,"3-mercaptolactate-cysteine disulfide transport, extracellular",0,mercplaccys[c]  => mercplaccys[e] ,3-mercaptolactate-cysteine disulfide = > 3-mercaptolactate-cysteine disulfide,2
2529,MESCOALm,Mesaconyl-CoA pyruvate-lyase,0,h2o[m] + mescoa[m]  => pyr[m] + accoa[m] ,Water+Mesaconyl-CoA = > pyruvate+Acetyl-CoA,2
2530,METAT,methionine adenosyltransferase,0,h2o[c] + atp[c] + met_L[c]  => pi[c] + amet[c] + ppi[c] ,Water+ATP+L-methionine = > hydrogenphosphate+S-Adenosyl-L-methionine+Diphosphate,4
2531,METLEUex,Methionine/Leucine exchange (Met in),0,met_L[e] + leu_L[c]  => met_L[c] + leu_L[e] ,L-methionine+L-leucine = > L-methionine+L-leucine,4
2532,METS,methionine synthase,0,5mthf[c] + hcys_L[c]  => h[c] + thf[c] + met_L[c] ,"5-Methyltetrahydrofolate+L-homocysteine = > proton+5,6,7,8-Tetrahydrofolate+L-methionine",4
2533,METt4,L-methionine transport in via sodium symport,0,na1[e] + met_L[e]  => na1[c] + met_L[c] ,Sodium+L-methionine = > Sodium+L-methionine,4
2534,METtec,L-methionine transport via diffusion (extracellular to cytosol),1,met_L[e]  <=> met_L[c] ,L-methionine <  = > L-methionine,4
2535,MEVK1x,mevalonate kinase (atp),0,atp[x] + mev_R[x]  => h[x] + adp[x] + 5pmev[x] ,ATP+(R)-mevalonate = > proton+ADP+(R)-5-phosphonatomevalonate(3-),4
2536,MG1er,"mannosyl-oligosaccharide glucosidase, endoplasmic reticulum",0,h2o[r] + g3m8masn[r]  => glc_D[r] + g2m8masn[r] ,Water+(alpha-D-Glucosyl)3-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) = > D-glucose+(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),0
2537,MG2er,"mannosyl-oligosaccharide glucosidase, endoplasmic reticulum",0,h2o[r] + g2m8masn[r]  => glc_D[r] + g1m8masn[r] ,Water+(alpha-D-Glucosyl)2-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) = > D-glucose+(alpha-D-Glucosyl)-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),0
2538,MG3er,"mannosyl-oligosaccharide glucosidase, endoplasmic reticulum",0,h2o[r] + g1m8masn[r]  => glc_D[r] + m8masn[r] ,Water+(alpha-D-Glucosyl)-(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) = > D-glucose+(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),0
2539,MGACONm,"methylglutaconase, mitochondrial",1,citmcoa_L[m]  <=> h2o[m] + mescoa[m] ,(3S)-citramalyl-CoA(5-) <  = > Water+Mesaconyl-CoA,2
2540,MGCHrm,"methylglutaconyl-CoA hydratase (reversible), mitochondrial",1,h2o[m] + 3mgcoa[m]  <=> hmgcoa[m] ,Water+trans-3-methylglutaconyl-CoA(5-) <  = > Hydroxymethylglutaryl-CoA,4
2541,MGSA,methylglyoxal synthase,0,dhap[c]  => pi[c] + mthgxl[c] ,Dihydroxyacetone phosphate = > hydrogenphosphate+methylglyoxal,4
2542,MGSA2,methyglyoxylate synthase 2 (from g3p),0,g3p[c]  => pi[c] + mthgxl[c] ,Glyceraldehyde 3-phosphate = > hydrogenphosphate+methylglyoxal,4
2543,MHISOR,N-Methylhistamine:oxygen oxidoreductase (deaminating),0,h2o[c] + o2[c] + mhista[c]  => h2o2[c] + nh4[c] + 3mldz[c] ,Water+O2+N(tele)-methylhistaminium = > Hydrogen peroxide+Ammonium+1-methylimidazole-4-acetaldehyde,4
2544,MI13456PK,"inositol-1,3,4,5,6-pentakisphosphate 2-kinase",0,atp[c] + mi13456p[c]  => adp[c] + h[c] + minohp[c] ,"ATP+myo-inositol 1,3,4,5,6-pentakisphosphate(10-) = > ADP+proton+myo-inositol hexakisphosphate(12-)",2
2545,MI13456Ptn,"inositol 1,3,4,5,6-pentakisphosphate nuclear transport (diffusion)",1,mi13456p[c]  <=> mi13456p[n] ,"myo-inositol 1,3,4,5,6-pentakisphosphate(10-) <  = > myo-inositol 1,3,4,5,6-pentakisphosphate(10-)",1
2546,MI1345PKn,"inositol-1,3,4,5-triphosphate 6-kinase, nucleus",0,atp[n] + mi1345p[n]  => h[n] + adp[n] + mi13456p[n] ,"ATP+1D-myo-inositol 1,3,4,5-tetrakisphosphate(8-) = > proton+ADP+myo-inositol 1,3,4,5,6-pentakisphosphate(10-)",4
2547,MI1345PP,"inositol-1,3,4,5-trisphosphate 5-phosphatase",0,h2o[c] + mi1345p[c]  => pi[c] + mi134p[c] ,"Water+1D-myo-inositol 1,3,4,5-tetrakisphosphate(8-) = > hydrogenphosphate+1D-myo-inositol 1,3,4-trisphosphate(6-)",4
2548,MI1346PKn,"inositol-1,3,4,6-tetrakisphosphate 5-kinase, nucleus",0,atp[n] + mi1346p[n]  => h[n] + adp[n] + mi13456p[n] ,"ATP+myo-inositol 1,3,4,6-tetrakisphosphate(8-) = > proton+ADP+myo-inositol 1,3,4,5,6-pentakisphosphate(10-)",4
2549,MI1346Ptn,"1D-myo-Inositol 1,3,4,6-tetrakisphosphate nuclear transport (diffusion)",1,mi1346p[c]  <=> mi1346p[n] ,"myo-inositol 1,3,4,6-tetrakisphosphate(8-) <  = > myo-inositol 1,3,4,6-tetrakisphosphate(8-)",1
2550,MI134P4P,"inositol-1,3,4-trisphosphate 4-phosphatase",0,h2o[c] + mi134p[c]  => pi[c] + mi13p[c] ,"Water+1D-myo-inositol 1,3,4-trisphosphate(6-) = > hydrogenphosphate+1D-myo-Inositol 1,3-bisphosphate",2
2551,MI134PK,"inositol-1,3,4-trisphosphate 6-kinase",0,atp[c] + mi134p[c]  => adp[c] + h[c] + mi1346p[c] ,"ATP+1D-myo-inositol 1,3,4-trisphosphate(6-) = > ADP+proton+myo-inositol 1,3,4,6-tetrakisphosphate(8-)",2
2552,MI134PP,"inositol-1,3,4-trisphosphate 1-phosphatase",0,h2o[c] + mi134p[c]  => pi[c] + mi34p[c] ,"Water+1D-myo-inositol 1,3,4-trisphosphate(6-) = > hydrogenphosphate+1D-myo-Inositol 3,4-bisphosphate",4
2553,MI13PP,"inositol-1,3-bisphosphate 3-phosphatase",0,h2o[c] + mi13p[c]  => pi[c] + mi1p_D[c] ,"Water+1D-myo-Inositol 1,3-bisphosphate = > hydrogenphosphate+1D-myo-inositol 1-phosphate(2-)",2
2554,MI1456PKn,"inositol-1,4,5,6- tetrakisphosphate 3-kinase, nucleus",0,atp[n] + mi1456p[n]  => h[n] + adp[n] + mi13456p[n] ,"ATP+1D-myo-inositol 1,4,5,6-tetrakisphosphate(8-) = > proton+ADP+myo-inositol 1,3,4,5,6-pentakisphosphate(10-)",4
2555,MI145P6Kn,"inositol-1,4,5-triphosphate 6-kinase, nucleus",0,atp[n] + mi145p[n]  => h[n] + adp[n] + mi1456p[n] ,"ATP+1D-myo-inositol 1,4,5-trisphosphate(6-) = > proton+ADP+1D-myo-inositol 1,4,5,6-tetrakisphosphate(8-)",4
2556,MI145PK,"inositol-1,4,5-trisphosphate 3-kinase",0,atp[c] + mi145p[c]  => adp[c] + h[c] + mi1345p[c] ,"ATP+1D-myo-inositol 1,4,5-trisphosphate(6-) = > ADP+proton+1D-myo-inositol 1,3,4,5-tetrakisphosphate(8-)",4
2557,MI145PKn,"inositol-1,4,5-trisphosphate 3-kinase, nucleus",0,atp[n] + mi145p[n]  => h[n] + adp[n] + mi1345p[n] ,"ATP+1D-myo-inositol 1,4,5-trisphosphate(6-) = > proton+ADP+1D-myo-inositol 1,3,4,5-tetrakisphosphate(8-)",4
2558,MI145PP,"inositol-1,4,5-trisphosphate 5-phosphatase",0,h2o[c] + mi145p[c]  => pi[c] + mi14p[c] ,"Water+1D-myo-inositol 1,4,5-trisphosphate(6-) = > hydrogenphosphate+(1R,2R,3R,4R,5R,6S)-2,3,5,6-tetrahydroxy-4-(phosphonatooxy)cyclohexyl phosphate",4
2559,MI14P4P,"inositol-1,4-bisphosphate 4-phosphatase",0,h2o[c] + mi14p[c]  => pi[c] + mi1p_D[c] ,"Water+(1R,2R,3R,4R,5R,6S)-2,3,5,6-tetrahydroxy-4-(phosphonatooxy)cyclohexyl phosphate = > hydrogenphosphate+1D-myo-inositol 1-phosphate(2-)",2
2560,MI14PP,"inositol-1,4-bisphosphate 1-phosphatase",0,h2o[c] + mi14p[c]  => pi[c] + mi4p_D[c] ,"Water+(1R,2R,3R,4R,5R,6S)-2,3,5,6-tetrahydroxy-4-(phosphonatooxy)cyclohexyl phosphate = > hydrogenphosphate+1D-myo-inositol 4-phosphate(2-)",4
2561,MI14Ptn,"inositol 1,4-bisphosphate nuclear transport (diffusion)",1,mi14p[c]  <=> mi14p[n] ,"(1R,2R,3R,4R,5R,6S)-2,3,5,6-tetrahydroxy-4-(phosphonatooxy)cyclohexyl phosphate <  = > (1R,2R,3R,4R,5R,6S)-2,3,5,6-tetrahydroxy-4-(phosphonatooxy)cyclohexyl phosphate",1
2562,MI1P_Dtn,inositol 1-phosphate nuclear transport (diffusion),1,mi1p_D[c]  <=> mi1p_D[n] ,1D-myo-inositol 1-phosphate(2-) <  = > 1D-myo-inositol 1-phosphate(2-),1
2563,MI1PP,myo-inositol 1-phosphatase,0,h2o[c] + mi1p_D[c]  => pi[c] + inost[c] ,Water+1D-myo-inositol 1-phosphate(2-) = > hydrogenphosphate+myo-inositol,4
2564,MI1PS,myo-Inositol-1-phosphate synthase,0,g6p[c]  => mi1p_D[c] ,D-Glucose 6-phosphate = > 1D-myo-inositol 1-phosphate(2-),4
2565,MI3456PK,"inositol-3,4,5,6-tetrakisphosphate 1-kinase",0,atp[c] + mi3456p[c]  => adp[c] + h[c] + mi13456p[c] ,"ATP+1D-myo-inositol 3,4,5,6-tetrakisphosphate(8-) = > ADP+proton+myo-inositol 1,3,4,5,6-pentakisphosphate(10-)",2
2566,MI34PP,"inositol-3,4-bisphosphate 4-phosphatase",0,h2o[c] + mi34p[c]  => pi[c] + mi3p_D[c] ,"Water+1D-myo-Inositol 3,4-bisphosphate = > hydrogenphosphate+1D-myo-inositol 3-phosphate(2-)",4
2567,MI3PP,myo-inositol 3-phosphatase,0,h2o[c] + mi3p_D[c]  => pi[c] + inost[c] ,Water+1D-myo-inositol 3-phosphate(2-) = > hydrogenphosphate+myo-inositol,4
2568,MI4PP,myo-inositol 4-phosphatase,0,h2o[c] + mi4p_D[c]  => pi[c] + inost[c] ,Water+1D-myo-inositol 4-phosphate(2-) = > hydrogenphosphate+myo-inositol,4
2569,MICITDr,2-methylisocitrate dehydratase,1,h2o[c] + 2mcacn[c]  <=> micit[c] ,"Water+(Z)-but-2-ene-1,2,3-tricarboxylate <  = > (2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate",2
2570,MINOHPtn,inositol hexakisphosphate nuclear transport (diffusion),1,minohp[c]  <=> minohp[n] ,myo-inositol hexakisphosphate(12-) <  = > myo-inositol hexakisphosphate(12-),1
2571,MLTG1,Maltodextrin glucosidase (maltotriose),0,h2o[c] + malttr[c]  => glc_D[c] + malt[c] ,Water+maltotriose = > D-glucose+Maltose,4
2572,MLTG1e,"Maltodextrin glucosidase (maltotriose), extracellular",0,h2o[e] + malttr[e]  => glc_D[e] + malt[e] ,Water+maltotriose = > D-glucose+Maltose,4
2573,MLTG1ly,"Maltodextrin glucosidase (maltotriose), lysosome",0,h2o[l] + malttr[l]  => glc_D[l] + malt[l] ,Water+maltotriose = > D-glucose+Maltose,4
2574,MM5ag,"mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",0,h2o[g] + m5masnC[g]  => man[g] + m4masn[g] ,Water+(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) = > D-Mannose+(alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),0
2575,MM5bg,"mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",0,h2o[g] + m5masnB1[g]  => man[g] + m4masn[g] ,Water+(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) = > D-Mannose+(alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),0
2576,MM5cg,"mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",0,h2o[g] + m5masnB2[g]  => man[g] + m4masn[g] ,Water+(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) = > D-Mannose+(alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),0
2577,MM6ag,"mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",0,h2o[g] + m6masnA[g]  => man[g] + m5masnC[g] ,Water+(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) = > D-Mannose+(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),0
2578,MM6B1ag,"mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",0,h2o[g] + m6masnB1[g]  => m5masnB1[g] + man[g] ,Water+(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) = > (alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)+D-Mannose,0
2579,MM6B1bg,"mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",0,h2o[g] + m6masnB2[g]  => m5masnB1[g] + man[g] ,Water+(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) = > (alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)+D-Mannose,0
2580,MM6B2g,"mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",0,h2o[g] + m6masnB2[g]  => man[g] + m5masnB2[g] ,Water+(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) = > D-Mannose+(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),0
2581,MM6bg,"mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",0,h2o[g] + m6masnC[g]  => man[g] + m5masnC[g] ,Water+(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) = > D-Mannose+(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein),0
2582,MM7Ag,"mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",0,h2o[g] + m7masnA[g]  => man[g] + m6masnA[g] ,"Water+(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein) = > D-Mannose+(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)",0
2583,MM7B1g,"mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",0,h2o[g] + m7masnB[g]  => man[g] + m6masnB1[g] ,"Water+(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein) = > D-Mannose+(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)",0
2584,MM7B2g,"mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",0,h2o[g] + m7masnB[g]  => m6masnB2[g] + man[g] ,"Water+(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein) = > (alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)+D-Mannose",0
2585,MM7Cag,"mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",0,h2o[g] + m7masnA[g]  => m6masnC[g] + man[g] ,"Water+(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein) = > (alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)+D-Mannose",0
2586,MM7Cbg,"mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",0,h2o[g] + m7masnC[g]  => m6masnC[g] + man[g] ,"Water+(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein) = > (alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)+D-Mannose",0
2587,MM8Ag,"mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",0,h2o[g] + m8masn[g]  => m7masnA[g] + man[g] ,"Water+(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) = > (alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein)+D-Mannose",0
2588,MM8Ber,"mannosyl-oligosaccharide 1,2-alpha-mannosidase, endoplasmic reticulum",0,h2o[r] + m8masn[r]  => m7masnB[r] + man[r] ,"Water+(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) = > (alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)+D-Mannose",0
2589,MM8Cg,"mannosyl-oligosaccharide 1,2-alpha-mannosidase, Golgi apparatus",0,h2o[g] + m8masn[g]  => man[g] + m7masnC[g] ,"Water+(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) = > D-Mannose+(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)",0
2590,MMCD,Methylmalonyl-CoA decarboxylase,0,h[c] + mmcoa_S[c]  => co2[c] + ppcoa[c] ,proton+(S)-methylmalonyl-CoA(5-) = > carbon dioxide+Propanoyl-CoA,1
2591,MMCDm,"Methylmalonyl-CoA decarboxylase, mitochondrial",0,h[m] + mmcoa_S[m]  => co2[m] + ppcoa[m] ,proton+(S)-methylmalonyl-CoA(5-) = > carbon dioxide+Propanoyl-CoA,1
